"Advance Account is mandatory. Please set the <a href=""/app/company/{0}#default_employee_advance_account"" target=""_blank"">Default Employee Advance Account</a> in the Company record {0} and submit this document.","事前アカウントは必須です。 <a href = ""/app/company/{0} #default_employee_advance_account"" target = ""_ blank""を設定してください。",
Advance Amount,前払い金額,
Advance Paid,前払い,
Advance Payment,立替金精算,
Advance Payments,前払い,
Advance payment table,前払いテーブル,
Advanced Filters,高度なフィルター,
Advances,進歩,
All,全て,
All Goals,すべての目標,
All Jobs,すべての仕事,
All allocated assets should be returned before submission,すべての割り当てられた資産は、提出前に返品する必要があります,
All the mandatory tasks for employee creation are not completed yet.,従業員の作成のためのすべての必須タスクはまだ完了していません。,
Allocate Based On Leave Policy,休暇ポリシーに基づいて割り当てます,
Allocate Leave,休暇を割り当てます,
Allocate Leaves,葉を割り当てます,
Allocate leaves to {0} employee(s)?,葉を{0}従業員に割り当てますか？,
Allocate on Day,日中に割り当てます,
Allocated Amount,割り当てられた金額,
Allocated Leaves,割り当てられた葉,
Allocated {0} leave(s) via scheduler on {1} based on the 'Allocate on Day' option set to {2},{0} {0} {1}を介して{1}を介して{2}を{2}に設定した{1}を介して割り当てられます,
Allocating Leave,割り当て休暇,
Allocation,割り当て,
Allocation Expired!,割り当ての有効期限が切れました！,
Allow Employee Checkin from Mobile App,モバイルアプリから従業員のチェックインを許可します,
Allow Encashment,獲得を許可します,
Allow Geolocation Tracking,ジオロケーショントラッキングを許可します,
Allow Leave Application After (Working Days),休暇申請後（営業日）,
Allow Multiple Shift Assignments for Same Date,同じ日付の複数のシフト割り当てを許可します,
Allow Negative Balance,負のバランスをとることができます,
Allow Over Allocation,オーバー割り当てを許可します,
Allow Tax Exemption,免税を許可します,
Allow User,ユーザーを許可します,
Allow Users,ユーザーを許可します,
Allow check-out after shift end time (in minutes),シフトの終了時間（数分で）の後にチェックアウトを許可する,
Allow the following users to approve Leave Applications for block days.,次のユーザーがブロック日の休暇申請を承認できるようにします。,
Allows allocating more leaves than the number of days in the allocation period.,割り当て期間の日数よりも多くの葉を割り当てることができます。,
Alternating entries as IN and OUT during the same shift,同じシフト中に出入りするエントリを交互にする,
Amended From,から修正されました,
Amount,額,
Amount Based on Formula,式に基づく量,
Amount based on formula,式に基づく量,
Amount claimed via Expense Claim,費用請求を介して請求された金額,
Amount of expense,費用額,
Amount paid against this encashment,この現金に対して支払われる金額,
Amount scheduled for deduction via salary,給与による控除が予定されている金額,
Amount should not be less than zero,金額はゼロ以下にしてはなりません,
Amount that has been paid against this advance,この前払いに対して支払われた金額,
"An amount of {0} already claimed for the component {1}, set the amount equal or greater than {2}",コンポーネント{1}に対してすでに請求されている{0}の量は、{2}よりも等しいか大きいかを設定します,
An attendance record is linked to this checkin. Please cancel the attendance before modifying time.,出席記録はこのチェックインにリンクされています。時間を変更する前に出席をキャンセルしてください。,
Annual Allocation,年間割り当て,
Annual Allocation Exceeded,年間割り当てが超えました,
Annual Salary,年俸,
Annual Taxable Amount,年間課税額,
Any other details,その他の詳細,
"Any other remarks, noteworthy effort that should go in the records",その他の発言、記録に載るべき注目すべき努力,
Applicable Earnings Component,適用される収益コンポーネント,
Applicable For,に適用されます,
Applicable in the case of Employee Onboarding,従業員のオンボーディングの場合に適用されます,
Applicant Email Address,申請者のメールアドレス,
Applicant Name,申請者名,
Applicant Rating,申請者の格付け,
Applicant for a Job,仕事の申請者,
Applicant name,申請者名,
Application Status,アプリケーションステータス,
Application period cannot be across two allocation records,アプリケーション期間は、2つの割り当てレコードにまたがることはできません,
Application period cannot be outside leave allocation period,アプリケーション期間は、休暇の割り当て期間外にすることはできません,
Applications Received,受け取ったアプリケーション,
Applications received:,受け取ったアプリケーション：,
Applies to Company,会社に適用されます,
Apply,適用する,
Apply / Approve Leaves,葉を適用 /承認します,
Apply Filters,フィルターを適用します,
Apply Now,今すぐ申請してください,
Appointment Date,予約日,
Appointment Letter,予約書,
Appointment Letter Template,予定文字テンプレート,
Appointment Letter content,予約書の内容,
Appraisal,評価,
Appraisal Cycle,評価サイクル,
Appraisal Goal,評価目標,
Appraisal KRA,評価kra,
Appraisal Linking,評価リンク,
Appraisal Overview,評価の概要,
Appraisal Template,評価テンプレート,
Appraisal Template Goal,評価テンプレートの目標,
Appraisal Template Missing,鑑定テンプレートがありません,
Appraisal Template Title,評価テンプレートタイトル,
Appraisal Template not found for some designations.,いくつかの指定では見られない評価テンプレート。,
Appraisal {0} already exists for Employee {1} for this Appraisal Cycle or overlapping period,この評価サイクルまたは重複する期間に対して、従業員{1}には鑑定{0}が既に存在します,
Appraisal {0} does not belong to Employee {1},評価{0}は従業員に属していません{1},
Appraisee,鑑定人,
Appraisees: {0},Appraisees：{0},
Apprentice,見習い,
Approval,承認,
Approval Status,承認ステータス,
Approval Status must be 'Approved' or 'Rejected',承認ステータスは「承認」または「拒否された」必要があります,
Approve,承認する,
Approved,承認済み,
Approver,承認者,
Approvers,承認者,
Apps,アプリ,
Apr,4月,
Archive,アーカイブ,
Archived,アーカイブ,
Are you sure you want to delete the attachment,添付ファイルを削除することを確認してください,
Are you sure you want to email the selected salary slips?,選択した給与スリップをメールで送信したいですか？,
Are you sure you want to proceed?,先に進みたいですか？,
Are you sure you want to reject the Employee Referral?,従業員の紹介を拒否したいですか？,
Arrival Datetime,到着日時,
As per your assigned Salary Structure you cannot apply for benefits,割り当てられた給与構造に従って、あなたは福利厚生を申請することはできません,
Asset Name,資産名,
Asset Recovery Cost for {0}: {1},{0}の資産回収コスト：{1},
Assets Allocated,割り当てられた資産,
Assign Salary Structure to {0} employee(s)?,給与構造を{0}従業員に割り当てますか？,
Assign Shift,シフトを割り当てます,
Assign Shift Schedule,シフトスケジュールを割り当てます,
Assign Structure,構造を割り当てます,
Assigning Salary Structure,給与構造の割り当て,
Assigning Structure...,構造の割り当て...,
Assigning Structures...,構造の割り当て...,
Assigning...,割り当て...,
Assignment based on,に基づく割り当て,
Associate Job Opening,アソシエイトジョブオープニング,
Associated Document,関連ドキュメント,
Associated Document Type,関連するドキュメントタイプ,
At least one interview has to be selected.,少なくとも1つのインタビューを選択する必要があります。,
Attach Proof,添付の証明,
Attachments,添付ファイル,
Attendance,出席,
Attendance Date,出席日,
Attendance From Date,日付からの出席,
Attendance From Date and Attendance To Date is mandatory,日付からの出席者、現在の出席者は必須です,
Attendance ID,出席ID,
Attendance Marked,出席者がマークされました,
Attendance Request,出席リクエスト,
Attendance Settings,出席設定,
Attendance To Date,これまでの出席,
Attendance Updated,出席者が更新されました,
Attendance Warnings,出席警告,
Attendance date {0} can not be less than employee {1}'s joining date: {2},出席日{0}は従業員{1}の参加日よりも小さいことはできません：{2},
Attendance for all the employees under this criteria has been marked already.,この基準に基づくすべての従業員の出席は、すでにマークされています。,
Attendance for employee {0} is already marked for an overlapping shift {1}: {2},従業員の出席{0}は、重複するシフト{1}：{2}に既にマークされています,
Attendance for employee {0} is already marked for the date {1}: {2},従業員の出席{0}は、日付{1}：{2}に既にマークされています,
Attendance for employee {0} is already marked for the following dates: {1},従業員の出席{0}は、次の日付に既にマークされています。{1},
Attendance for the following dates will be skipped/overwritten on submission,次の日付の出席は、提出時にスキップ/上書きされます,
Attendance from {0} to {1} has already been marked for the Employee {2},{0}から{1}への出席は、従業員にすでにマークされています{2},
Attendance has been marked as per employee check-ins,従業員のチェックインごとに出席がマークされています,
Attendance has been marked for all the employees between the selected payroll dates.,選択した給与日付の間のすべての従業員に出席がマークされています。,
Attendance is pending for these employees between the selected payroll dates. Mark attendance to proceed. Refer {0} for details.,選択した給与日付の間にこれらの従業員の出席者は保留中です。続行するために出席者をマークします。詳細については、{0}を参照してください。,
Attendance marked successfully,出席者は正常にマークされました,
Attendance not submitted for {0} as it is a Holiday.,{0}は休日であるため、出席者は提出されていません。,
Attendance not submitted for {0} as {1} is on leave.,{1}として{0}に提出されていない出席者は休暇中です。,
Attendance will be marked automatically only after this date.,出席は、この日付以降にのみ自動的にマークされます。,
AttendanceRequestListView,AttestAnceRequestListView,
Attendees,参加者,
Attrition Count,離職カウント,
Aug,8月,
Auto Attendance Settings,自動出席設定,
Auto Leave Encashment,自動休暇の現金,
Automated Based on Goal Progress,目標の進捗に基づいて自動化されています,
"Automatically fetches all assets allocated to the employee, if any",いずれかの場合、従業員に割り当てられたすべての資産を自動的に取得します,
Automatically update Last Sync of Checkin,Checkinの最終同期を自動的に更新します,
Available Leave(s),利用可能な休暇,
Available Leaves,利用可能な葉,
Average Feedback Score,平均フィードバックスコア,
Average Rating,平均評価,
"Average of Goal Score, Feedback Score, and Self Appraisal Score (out of 5)",ゴールスコア、フィードバックスコア、および自己評価スコアの平均（5つのうち）,
Average rating of demonstrated skills,実証されたスキルの平均評価,
Avg Feedback Score,平均的なフィードバックスコア,
Avg Utilization,AVG利用,
Avg Utilization (Billed Only),AVG利用（請求のみ）,
Awaiting Response,応答を待っています,
Backdated Leave Application is restricted. Please set the {} in {},背景の休暇申請は制限されています。 {}を{}に設定してください,
Bank,銀行,
Bank Account,銀行口座,
Bank Account No,銀行口座番号,
Bank Details,銀行の詳細,
Bank Entries,銀行エントリ,
Bank Name,銀行名,
Bank Remittance,銀行送金,
Base,ベース,
Base & Variable,ベースと変数,
Begin On (Days),（日）に始まる,
Begin check-in before shift start time (in minutes),シフト開始時間（分）の前にチェックインを開始します,
Beginner,初心者,
Below is the list of upcoming holidays for you:,以下はあなたのための今後の休日のリストです：,
Benefit,利点,
Benefits,利点,
Bill Amount,請求額,
Billed Hours,請求された時間,
Billed Hours (B),請求時間（b）,
Bimonthly,二か所,
Birthday Reminder,誕生日リマインダー,
Birthday Reminder 🎂,誕生日リマインダー🎂,
Birthdays,誕生日,
Block Date,ブロック日,
Block Days,ブロック日,
Block Holidays on important days.,重要な日に休暇をブロックします。,
Blue,青,
Body,体,
Bonus,ボーナス,
Bonus Amount,ボーナス額,
Bonus Payment Date,ボーナス支払い日,
Bonus Payment Date cannot be a past date,ボーナス支払い日は過去の日付ではありません,
Branch,支店,
Branch: {0},ブランチ：{0},
Breakfast,朝食補助申請,
Breakfast table,朝食テーブル,
Bulk Assignments,バルク割り当て,
Bulk Leave Policy Assignment,バルクは、ポリシーの割り当てを残します,
Bulk Salary Structure Assignment,バルク給与構造の割り当て,
Business trip report,出張報告書,
Business trip request table,出張リクエストテーブル,
"By default, the Final Score is calculated as the average of Goal Score, Feedback Score, and Self Appraisal Score. Enable this to set a different formula",デフォルトでは、最終スコアは、ゴールスコア、フィードバックスコア、および自己評価スコアの平均として計算されます。これを有効にして、別の式を設定します,
CTC,CTC,
Calculate Final Score based on Formula,式に基づいて最終スコアを計算します,
Calculate Gratuity Amount Based On,に基づいて謝礼量を計算します,
Calculate Payroll Working Days Based On,に基づいて給与営業日を計算します,
Calculated in days,数日で計算されます,
Calls,電話,
Campaign,キャンペーン,
Cancel,キャンセル,
Cancellation Queued,キャンセルがキューに留められました,
Cancelled,キャンセル,
Cannot Modify Time,時間を変更できません,
Cannot allocate leaves outside the allocation period {0} - {1},割り当て期間の外に葉を割り当てることはできません{0}  -  {1},
Cannot break shift after end date,終了後にシフトを壊すことはできません,
Cannot break shift before start date,開始日前にシフトを破ることはできません,
Cannot cancel Shift Assignment: {0} as it is linked to Attendance: {1},割り当てをキャンセルすることはできません：{0}出席者にリンクされているため：{1},
Cannot cancel Shift Assignment: {0} as it is linked to Employee Checkin: {1},課題をキャンセルすることはできません：{0}従業員のチェックインにリンクされているため：{1},
Cannot create Salary Slip for Employee joining after Payroll Period,給与期間後に従業員に参加するために給与スリップを作成できません,
Cannot create Salary Slip for Employee who has left before Payroll Period,給与期間前に去った従業員のために給与スリップを作成できません,
Cannot create a Job Applicant against a closed Job Opening,閉鎖された仕事の開設に対して求職者を作成することはできません,
Cannot create or change transactions against an Appraisal Cycle with status {0}.,ステータス{0}で評価サイクルに対するトランザクションを作成または変更することはできません。,
Cannot find active Leave Period,アクティブな休暇期間を見つけることができません,
Cannot mark attendance for an Inactive employee {0},非アクティブな従業員の出席をマークすることはできません{0},
Cannot submit. Attendance is not marked for some employees.,送信できません。一部の従業員には出席はマークされていません。,
Cannot update allocation for {0} after submission,提出後に{0}の割り当てを更新できません,
Cannot update status of Goal groups,目標グループのステータスを更新できません,
Carry Forward,持ち越してください,
Carry Forwarded Leaves,前方の葉を繰り返します,
Casual Leave,カジュアルな休暇,
Cause of Grievance,苦情の原因,
Change,変化,
Changing '{0}' to {1}.,「{0}」を{1}に変更します。,
"Changing KRA in this parent goal will align all the child goals to the same KRA, if any.",この親の目標でKRAを変更すると、すべての子どもの目標が同じKRAに合わせます。,
Check <a href='/app/List/Error Log?reference_doctype={0}'>{1}</a> for more details,<a href = '/app/list/error log？reference_doctype = {0}'> {1} </a>を確認してください,
Check Error Log {0} for more details.,詳細については、エラーログ{0}を確認してください。,
Check Vacancies On Job Offer Creation,求人の作成の欠員を確認してください,
Check {0} for more details,詳細については、{0}を確認してください,
Check-in Date,チェックイン日,
Check-out Date,チェックアウト日,
Checkin Radius,チェックイン半径,
Child nodes can only be created under 'Group' type nodes,子ノードは「グループ」タイプノードの下でのみ作成できます,
Claim Benefit For,の請求給付,
Claim Date,請求日,
Claim an Expense,費用を請求します,
Claimed,主張した,
Claimed Amount,請求額,
Claims,クレーム,
Clear All,すべてをクリアします,
Clearance Date,クリアランス日,
Cleared,クリアされた,
Click {0} to change the configuration and then resave salary slip,[{0}]をクリックして構成を変更し、給与スリップを再設定します,
Close,近い,
Closed,閉じた,
Closed On,閉じた,
Closes On,閉じます,
Closes on:,閉じる：,
Closing Balance,クローズバランス,
Closing Notes,閉じるメモ,
Collapse All,すべて崩壊します,
Color,色,
Comments,コメント,
Commission,手数料,
Company,会社,
Company Details,会社の詳細,
Compensatory Leave Request,補償休暇リクエスト,
Compensatory Off,補償的,
Completed,完了しました,
Completed On,で完了しました,
Completing onboarding,オンボーディングを完了します,
Component,成分,
Component properties and references ,コンポーネントのプロパティと参照,
Condition,状態,
Condition & Formula,状態と式,
Condition and Formula Help,状態と式の助け,
Condition and formula,条件と式,
Conditions,条件,
Conditions and Formula variable and example,条件と式変数と例,
Conference,会議,
Connections,接続,
Consider Grace Period,恵みの時代を考えてみてください,
Consider Marked Attendance on Holidays,休日への顕著な出席を検討してください,
Consider Tax Exemption Declaration,免税宣言を検討してください,
Consider Unmarked Attendance As,マークされていない出席者を考えてみてください,
Consolidate Leave Types,休暇の種類を統合します,
Contact Email,メールにお問い合わせください,
Contact No.,連絡先番号,
Contact Number,連絡先番号,
Continue,続く,
Contract,契約,
Copy of Invitation/Announcement,招待状/発表のコピー,
Cost,料金,
Cost Center,コストセンター,
Cost Centers,コストセンター,
Costing,原価計算,
Costing Details,コストの詳細,
Could not submit some Salary Slips: {},給与スリップを提出できませんでした：{},
Could not update Goal,目標を更新できませんでした,
Could not update goals,目標を更新できませんでした,
Country,国,
Country Fixture Deletion Failed,国のフィクスチャの削除が失敗しました,
Country Setup failed,カントリーセットアップに失敗しました,
Course,コース,
Cover Letter,カバーレター,
Create,作成する,
Create Additional Salary,追加の給与を作成します,
Create Appraisals,評価を作成します,
Create Employee,従業員を作成します,
Create Interview,インタビューを作成します,
Create Job Applicant,求職者を作成します,
Create Job Opening,ジョブオープンを作成します,
Create Journal Entry,ジャーナルエントリを作成します,
Create New Employee Id,新しい従業員IDを作成します,
Create Payment Entry,支払いエントリを作成します,
Create Salary Slip,給与スリップを作成します,
Create Salary Slips,給与スリップを作成します,
Create Separate Payment Entry Against Benefit Claim,福利厚生に対する個別の支払いエントリを作成します,
Create Shifts After,その後シフトを作成します,
Creating Appraisals,評価を作成します,
Creating Payment Entries......,支払いエントリの作成......,
Creating Salary Slips...,給与スリップの作成...,
Creating {0}...,{0}を作成します...,
Creation Date,作成日,
Creation Failed,作成に失敗しました,
Creation of Salary Structure Assignments has been queued. It may take a few minutes.,給与構造の割り当ての作成がキューになっています。数分かかる場合があります。,
Creation of {0} has been queued. It may take a few minutes.,{0}の作成がキューになっています。数分かかる場合があります。,
Criteria,基準,
Criteria based on which employee should be rated in Performance Feedback and Self Appraisal,どの従業員がパフォーマンスフィードバックと自己評価で評価されるべきかに基づく基準,
Currency,通貨,
Currency ,通貨,
Currency of selected Income Tax Slab should be {0} instead of {1},選択した所得税スラブの通貨は、{1}の代わりに{0}である必要があります,
Current,現在,
Current CTC,現在のCTC,
Current Count,現在のカウント,
Current Employer ,現在の雇用主,
Current Job Title,現在の役職,
Current Month Income Tax,今月の所得税,
Current Odometer Value should be greater than Last Odometer Value {0},現在の走行距離計の値は、最後の走行距離計の値より大きくなければなりません{0},
Current Odometer value ,現在の走行距離計の値,
Current Openings,現在の開口部,
Current Slab,現在のスラブ,
Current Work Experience,現在の実務経験,
"Currently, there is no {0} leave period for this date to create/update leave allocation.",現在、この日付の{0}休暇期間はありません。,
Custom Range,カスタム範囲,
Customer,お客様,
Cyan,シアン,
Cycle Name,サイクル名,
Cycles,サイクル,
Daily,毎日,
Daily Work Summary,毎日の仕事の概要,
Daily Work Summary Group,毎日の仕事の概要グループ,
Daily Work Summary Group User,毎日の作業概要グループユーザー,
Daily Work Summary Replies,毎日の仕事の概要の返信,
Dashboard,ダッシュボード,
Date,日付,
Date ,日付,
Date Range,日付範囲,
Date is repeated,日付が繰り返されます,
Date of Birth,生年月日,
Date of Joining,参加日,
Dates & Reason,日付と理由,
Dates Based On,に基づいた日付,
Days for which Holidays are blocked for this department.,この部門の休日がブロックされる日。,
Debit A/C Number,デビットA/C番号,
Dec,12月,
Decision Pending,保留中の決定,
Declarations,宣言,
Declared Amount,宣言された金額,
Deduct Full Tax on Selected Payroll Date,選択した給与日付に完全税を差し引きます,
Deduct Tax For Unclaimed Employee Benefits,請求されていない従業員の福利厚生に対して税金を差し引く,
Deduct Tax For Unsubmitted Tax Exemption Proof,支持されていない免税証明のために税金を控除します,
Deduction,控除,
Deduction from Salary,給与からの控除,
Deductions,控除,
Deductions before tax calculation,税の計算前の控除,
Default Account,デフォルトアカウント,
Default Amount,デフォルトの金額,
Default Bank / Cash account will be automatically updated in Salary Journal Entry when this mode is selected.,このモードが選択された場合、デフォルトの銀行 /現金アカウントは、給与ジャーナルエントリで自動的に更新されます。,
Default Base Pay,デフォルトのベースペイ,
Default Employee Advance Account,デフォルトの従業員事前アカウント,
Default Expense Claim Payable Account,デフォルトの費用請求支払勘定,
Default Payroll Payable Account,デフォルトの給与計算済みアカウント,
Default Salary Structure,デフォルトの給与構造,
Default Shift,デフォルトのシフト,
Deferred Expense Account,延期された経費勘定,
Delete,消去,
Delete Attachment,添付ファイルを削除します,
Delivery Trip,配達旅行,
Department,部門,
Department Approver,部門承認者,
Department {0} does not belong to company: {1},部門{0}は会社に属していません：{1},
Department: {0},部門：{0},
Departure Datetime,出発日時,
Depends On Payment Days,支払い日によって異なります,
Depends on Payment Days,支払い日によって異なります,
Description,説明,
Description of a Job Opening,求人の説明,
Designation,指定,
Designation Skill,指定スキル,
Designation: {0},指定：{0},
Details,詳細,
"Details of Sponsor (Name, Location)",スポンサーの詳細（名前、場所）,
Determine Check-in and Check-out,チェックインとチェックアウトを決定します,
Disable,無効にします,
Disable Rounded Total,丸い合計を無効にします,
"Disable {0} for the {1} component, to prevent the amount from being deducted twice, as its formula already uses a payment-days-based component.",{1}コンポーネントに対して{0}を無効にして、その式がすでに支払いデイベースのコンポーネントを使用しているため、金額が2回差し引かれるのを防ぎます。,
Disable {0} or {1} to proceed.,{0}または{1}を無効にして続行します。,
Disabled,無効,
Dispensed Amount (Pro-rated),分配された金額（プロ評価）,
Do Not Include in Total,合計で含めないでください,
Do not include in total,合計で含めないでください,
Do you still want to proceed?,まだ進みたいですか？,
Do you want to update the Job Applicant {0} as {1} based on this interview result?,このインタビューの結果に基づいて、求職者{0}を{1}として更新しますか？,
Document Status,ドキュメントステータス,
Domestic,国内,
Download PDF,PDFをダウンロードします,
Download Template,テンプレートをダウンロードします,
Draft,草案,
Duplicate Attendance,出席者の重複,
Duplicate Entry,重複するエントリ,
Duplicate Job Requisition,重複するジョブ要求,
Duplicate Overwritten Salary,重複した上書きの給与,
Duplicate Salary Withholding,重複した給与源泉徴収,
Duration (Days),期間（日）,
ERROR({0}): {1},エラー（{0}）：{1},
Early Exit,早期出口,
Early Exit By,早期出口による,
Early Exit Grace Period,早期出口の恵み期間,
Early Exits,早期出口,
Earned Leave,獲得休暇,
Earned Leave Frequency,獲得した休暇頻度,
Earned Leaves,稼いだ葉,
Earned Leaves are allocated as per the configured frequency via scheduler.,獲得した葉は、スケジューラを介して構成された周波数に従って割り当てられます。,
Earned Leaves are auto-allocated via scheduler based on the annual allocation set in the Leave Policy: {0},獲得した葉は、休暇ポリシーに設定された年次割り当てに基づいて、スケジューラを介して自動アロークされます。{0},
