Allow Employee Checkin from Mobile App,Tillåt Personal Stämpling från Mobil App,
Allow Encashment,Tillåt Uttag,
Allow Geolocation Tracking,Tillåt Geolokalisering Spårning,
Allow Leave Application After (Working Days),Tillåt Frånvaro Ansökan Efter (Arbetsdagar),
Allow Multiple Shift Assignments for Same Date,Tillåt Flera Skift Tilldelningar för Samma Datum,
Allow Negative Balance,Tillåt Negativt Balans,
Allow Over Allocation,Tillåt Övertilldelning,
Allow Tax Exemption,Tillåt Skatt Undantag,
Allow User,Tillåt Användare,
Allow Users,Tillåt Användare,
Allow check-out after shift end time (in minutes),Tillåt Utstämpling efter Skift Sluttid (Minuter),
Allow the following users to approve Leave Applications for block days.,Tillåt följande användarna att godkänna Frånvaro Ansökningar för spärrade dagar.,
Allows allocating more leaves than the number of days in the allocation period.,Tillåt tilldelning av mer frånvaro än antal dagar under tilldelning period.,
Alternating entries as IN and OUT during the same shift,Växlande poster som IN och UT under samma skift,
Amended From,Ändrad Från,
Amount,Belopp,
Amount based on formula,Belopp Baserad på Formel,
Amount claimed via Expense Claim,Belopp som begärts via Utlägg,
Amount of expense,Förskott Belopp,
Amount paid against this encashment,Belopp betald mot denna uttag,
Amount scheduled for deduction via salary,Belopp planerad för avdrag via lön,
Amount that has been paid against this advance,Utbetald Belopp,
Annual Allocation,Årlig Tilldelning,
Annual Taxable Amount,Årlig Beskattningsbart Belopp,
Any other details,Eventuella Detaljer,
"Any other remarks, noteworthy effort that should go in the records","Eventuella andra anmärkningar, anmärkningsvärd ansträngning som borde skriva i",
Applicable Earnings Component,Tillämplig Inkomst Komponent,
Applicable For,Tillämplig För,
Applicable in the case of Employee Onboarding,Tillämpligt vid Personal Introduktion,
Applicant Email Address,Sökande E-post Adress,
Applicant Name,Sökande Namn,
Applicant Rating,Sökande Bedömning,
Applicant for a Job,Sökande till Jobb,
Applies to Company,Gäller Bolag,
Apply / Approve Leaves,Tillämpa / Godkänn Frånvaro,
Appointment Date,Utnämning Datum,
Appointment Letter,Utnämning Brev,
Appointment Letter Template,Utnämning Brev Mall,
Appointment Letter content,Utnämning Brev Innehåll,
Appraisal,Utvärdering,
Appraisal Cycle,Utvärdering Cykel,
Appraisal Goal,Utvärdering Mål,
Appraisal KRA,Utvärdering Nyckel Resultat Område,
Appraisal Linking,Utvärdering Länkning,
Appraisal Overview,Utvärdering Översikt,
Appraisal Template,Utvärdering Mall,
Appraisal Template Goal,Utvärdering Mall Mål,
Appraisal Template Title,Utvärdering Mall Benämning,
Appraisee,Utvärderare,
Approval,Godkännande,
Approval Status,Godkännande Status,
Approve,Godkänn,
Approved,Godkänd,
Approver,Godkännare,
Apps,Appar,
Archived,Arkiverad,
Arrival Datetime,Ankomst Datum och Tid,
Asset Name,Tillgång Namn,
Assets Allocated,Tillgång Tilldelad,
Assign Shift,Tilldela Skift,
Assign Shift Schedule,Tilldela Skift Schema,
Assignment based on,Tilldelning Baserad På,
Associated Document,Tillhörande Dokument,
Associated Document Type,Tillhörande DocType,
Attach Proof,Bifoga Verifikat,
Attachments,Bilagor,
Attendance,Närvaro,
Attendance Date,Närvaro Datum,
Attendance From Date,Närvaro Från Datum,
Attendance Marked,Närvaro Angiven,
Attendance Request,Närvaro Begäran,
Attendance Settings,Närvaro Inställningar,
Attendance To Date,Närvaro Till Datum,
Attendance will be marked automatically only after this date.,Närvaro kommer att väljas automatiskt först efter detta datum.,
Attendees,Deltagare,
Auto Attendance Settings,Automatiska Närvaro Inställningar,
Auto Leave Encashment,Automatiskt Frånvaro Uttag,
Automated Based on Goal Progress,Automatiskt Baserad på Mål Framsteg,
"Automatically fetches all assets allocated to the employee, if any","Automatiskt hämtar alla tillgångar som tilldelats till vald personal, om några",
Automatically update Last Sync of Checkin,Uppdatera automatiskt senaste synkronisering av Stämpling,
Available Leave(s),Tillgänglig Frånvaro,
Average Feedback Score,Genomsnittlig Återkoppling Resultat,
Average Rating,Genomsnittlig Betyg,
"Average of Goal Score, Feedback Score, and Self Appraisal Score (out of 5)","Genomsnitt av Mål Resultat, Återkoppling Resultat och Självbedömning Resultat (av 5 möjliga)",
Awaiting Response,Inväntar Svar,
Bank Account,Bank Konto,
Bank Account No,Bank Konto Nummer,
Bank Details,Bank Detaljer,
Bank Name,Bank Namn,
Bank Remittance,Bank Överföring,
Base,Bas,
Base & Variable, Bas & Variabel,
Begin On (Days),Starta (Dagar),
Begin check-in before shift start time (in minutes),Starta Instämpling före Skift Start Tid (Minuter),
Beginner,Nybörjare,
Benefits,Förmåner,
Bimonthly,Varannan Månad,
Birthdays,Födelsedag,
Block Date,Spärra Datum,
Block Days,Spärra Dagar,
Block Holidays on important days.,Spärra helger på viktiga dagar.,
Blue,Blå,
Body,Huvudtext,
Bonus,Bonus,
Bonus Amount,Bonus Belopp,
Bonus Payment Date,Bonus Betalning Datum,
Branch,Bransch,
Bulk Salary Structure Assignment,Löneart Masstilldelning,
"By default, the Final Score is calculated as the average of Goal Score, Feedback Score, and Self Appraisal Score. Enable this to set a different formula","Som standard beräknas slut resultat som genomsnitt av mål resultat, återkoppling resultat och själv bedömning resultat. Aktivera detta för att ange en annan formel",
CTC,Årslön,
Calculate Final Score based on Formula,Beräkna slutresultat baserat på formel,
Calculate Gratuity Amount Based On,Beräkna Belöning Belopp Baserat På,
Calculate Payroll Working Days Based On,Beräkna Löne Dagar Baserat På,
Calculated in days,Beräknad (i Dagar),
Cancelled,Annullerad,
Carry Forward,Vidarebefodra,
Carry Forwarded Leaves,Vidarebefordra Frånvaro,
Cause of Grievance,Klagomål Orsak,
Change,Ändra,
Check Vacancies On Job Offer Creation,Kontrollera Lediga Jobb vid skapande av Jobb Erbjudande,
Check-in Date,Incheckning Datum,
Check-out Date,Utcheckning Datum,
Checkin Radius,Stämpling Radie,
Claim Benefit For,Förmån för,
Claim Date,Anspråk Datum,
Claimed,Begärd,
Claimed Amount,Begärd Belopp,
Clearance Date,Bokföring Datum,
Cleared,Avklarad,
Closed,Stängd,
Closed On,Stängd Datum,
Closes On,Stängning Datum,
Closing Notes,Avslutande Anteckningar,
Color,Färg,
Comments,Kommentarer,
Company,Bolag,
Company Details,Bolag Detaljer,
Compensatory Leave Request,Kompensation Frånvaro Begäran,
Completed,Klar,
Completed On,Slutförd,
Component,Komponent,
Component properties and references ,Komponent Egenskaper och Referenser,
Condition,Villkor,
Condition & Formula,Villkor & Formel,
Condition and formula,Villkor och Formel,
Conditions,Villkor,
Conditions and Formula variable and example,Villkor och Formel variabel och exempel,
Conference,Konferens,
Connections,Anslutningar,
Consider Marked Attendance on Holidays,Inkludera Närvaro under Helger,
Consider Unmarked Attendance As,Inkludera Ej Registrerad Närvaro som,
Contact Email,Kontakt E-post,
Contact No.,Avtal Nummer,
Contact Number,Kontakt Nummer,
Copy of Invitation/Announcement,Kopia av Inbjudan / Tillkännagivande,
Cost,Kostnad,
Cost Center,Resultat Enheter,
Cost Centers,Resultat Enheter,
Costing,Kostnad,
Costing Details,Kostnad Detaljer,
Country,Land,
Course,Utbildning,
Cover Letter,Personlig Brev,
Create New Employee Id,Skapa Ny Personal,
Create Separate Payment Entry Against Benefit Claim,Skapa Separat Betalning Post mot Förmån Krav,
Create Shifts After,Skapa Skift Efter,
Criteria,Kriterier,
Criteria based on which employee should be rated in Performance Feedback and Self Appraisal,Kriterier baserade på vilken Personal som ska Bedömas i Prestation Återkoppling och Själv Bedömning,
Currency,Valuta,
Currency ,Valuta,
Current,Aktuell,
Current CTC,Aktuell Årslön (CTC),
Current Count,Aktuell Antal,
Current Employer ,Aktuell Arbetsgivare ,
Current Job Title,Aktuell Yrke,
Current Month Income Tax,Aktuell Månad Inkomst Skatt,
Current Odometer value ,Aktuell Vägmätare Värde ,
Current Openings,Aktuella Lediga Jobb,
Current Slab,Aktuell Tabell,
Current Work Experience,Aktuell Arbetsliv Erfarenhet,
Custom Range,Anpassat Intervall,
Cyan,Cyan,
Cycle Name,Utvärdering Cykel Namn,
Cycles,Cykler,
Daily,Dagsvis,
Daily Work Summary,Daglig Arbete Översikt,
Daily Work Summary Group,Daglig Arbete Översikt Grupp,
Daily Work Summary Group User,Daglig Arbete Översikt Grupp Användare,
Daily Work Summary Replies,Daglig Arbete Översikt Svar,
Dashboard,Översikt Panel,
Date,Datum,
Date ,Datum ,
Date of Birth,Födelsedag Datum,
Date of Joining,Anställning Datum,
Dates & Reason,Datum & Anledning,
Dates Based On,Datum Baserade På,
Declarations,Deklarationer,
Declared Amount,Deklarerad Belopp,
Deduct Full Tax on Selected Payroll Date,Dra Full Skatt på vald Lön Datum,
Deduct Tax For Unclaimed Employee Benefits,Dra av Skatt för ej uttagen Personal Förmån,
Deduct Tax For Unsubmitted Tax Exemption Proof,Dra av Skatt för ej godkänd skattebefrielse Verifikat,
Deduction,Avdrag,
Deductions,Avdrag,
Deductions before tax calculation,Avdrag före Skatt,
Default Account,Standard Konto,
Default Amount,Standard Belopp,
Default Bank / Cash account will be automatically updated in Salary Journal Entry when this mode is selected.,Standard Bank / Kassa Konto kommer att uppdateras automatiskt i Lön Journal Post när detta läge är valt.,
Default Base Pay,Standard Grund Lön,
Default Salary Structure,Standard Löneart,
Deferred Expense Account,Uppskjuten Kostnad Konto,
Delivery Trip,Leverans Rutt,
Department,Avdelning,
Department Approver,Avdelning Godkännare,
Departure Datetime,Avgång Datum och Tid,
Depends on Payment Days,Beror på Lönedagar,
Description,Beskrivning,
Description of a Job Opening,Beskrivning av ett Jobb Erbjudande,
Designation,Befattning,
Designation Skill,Befattning Färdighet,
Details,Detaljer,
"Details of Sponsor (Name, Location)","Sponsor Detaljer (Namn, Plats)",
Determine Check-in and Check-out,Stämpling baserat på,
Disable,Inaktivera,
Disable Rounded Total,Inaktivera Avrundad Totalt Belopp,
Disabled,Inaktiverad,
Dispensed Amount (Pro-rated),Tilldelad Belopp (Proportionell),
Do Not Include in Total,Inkludera inte i Totalt,
Do not include in total,Inkludera inte i Totalt,
Domestic,Inrikes,
Download Template,Ladda ner Mall,
Draft,Utkast,
Duration (Days),Varaktighet (Dagar),
Early Exit,Tidig Utstämpling,
Early Exit Grace Period,Tidig Utstämpling Anstånd Period,
Earned Leave,Intjänad Frånvaro,
Earned Leave Frequency,Intjänad Ledighet Intervall,
Earning,Inkomst,
Earning Component,Inkomst Komponent,
Earnings,Inkomst,
Earnings & Deductions,Inkomst & Avdrag,
Effective From,Gäller Från(Datum),
Effective To,Gäller Till(Datum),
Effective from,Gäller Från,
Email,E-post,
Email Address,E-postadress,
Email ID,E-post,
Email Salary Slip to Employee,E-posta Lönespecifikationer till Personal,
Email Sent To,E-post Skickad Till,
Email Template,E-post Mall,
Emails salary slip to employee based on preferred email selected in Employee,Skickar Lönespecifikation baserat på angiven e-post adress i Personal Inställningar,
Employee,Personal,
Employee Advance,Personal Förskott,
Employee Advance Summary,Personal Förskott Översikt,
Employee Attendance Tool,Närvaro Verktyg,
Employee Benefit Application,Förmån Ansökan,
Employee Benefit Application Detail,Förmån Ansökan Detalj,
Employee Benefit Claim,Förmån Anspråk,
Employee Benefits,Förmåner,
Employee Boarding Activity,Introduktion Aktivitet,
Employee Checkin,Stämpling,
Employee Cost Center,Resultat Enhet,
Employee Details,Detaljer,
Employee Emails,E-post,
Employee Exit Settings,Personal Avgång Inställningar,
Employee Exits,Avgångar,
Employee Feedback Criteria,Återkoppling Kriterier,
Employee Feedback Rating,Återkoppling Bedömning,
Employee Grade,Kvalificering,
Employee Grievance,Klagomål,
Employee Health Insurance,Sjukförsäkring,
Employee Image,Bild,
Employee Incentive,Motivation,
Employee Info,Information,
Employee Name,Namn,
Employee Naming By,Namngivning Efter,
Employee Number,Nummer,
Employee Onboarding,Introduktion,
Employee Onboarding Template,Introduktion Mall,
Employee Other Income,Andra Intäkter,
Employee Performance Feedback,Prestation Återkoppling,
Employee Promotion,Personal Befordran,
Employee Promotion Details,Befodran Detaljer,
Employee Property History,Egenskap Historik,
Employee Referral,Referens,
Employee Responsible ,Ansvarig Personal ,
Employee Retained,Personal Behållen,
Employee Separation,Avgång,
Employee Separation Template,Avgång Mall,
Employee Settings,Personal Inställningar,
Employee Skill,Färdighet,
Employee Skill Map,Färdighet Mapp,
Employee Skills,Färdigheter,
Employee Tax Exemption Category,Skatt Undantag Kategori,
Employee Tax Exemption Declaration,Skatt Undantag Deklaration,
Employee Tax Exemption Declaration Category,Skatt Undantag Deklaration Kategori,
Employee Tax Exemption Proof Submission,Skatt Undantag Verifikat Inlämning,
Employee Tax Exemption Proof Submission Detail,Skatt Undantag Verifikat Godkännande Detalj,
Employee Tax Exemption Sub Category,Skatt Undantag Underkategori,
Employee Training,Utbildning,
Employee Transfer,Personal Överföring,
Employee Transfer Detail,Överföring Detalj,
Employee Transfer Details,Överföring Detaljer,
Employee name,Personal Namn,
Employee records are created using the selected option,Personal poster skapas med valda alternativ,
Employees,Personal,
Employees HTML,Personal HTML,
Employees on Half Day HTML,Halvdag Personal HTML,
Employees working on a holiday,Helg Personal,
Employment Type,Personal Typ,
Enable Auto Attendance,Aktivera Automatisk Närvaro,
Enable Early Exit Marking,Aktivera Tidig Utstämpling Val,
Enable Late Entry Marking,Aktivera Sen Instämpling Val,
Enabled,Aktiverad,
Encashment,Uttag,
Encashment Amount,Uttagbar Belopp,
Encashment Date,Uttag Datum,
Encashment Days,Uttag Dagar,
Encrypt Salary Slips in Emails,Kryptera Lönespecifikationer i E-post,
End Date,Slut Datum,
End Time,Slut Tid,
Error Message,Fel Meddelande,
Estimated Cost Per Position,Uppskattad Kostnad per Position,
Evaluation Date,Utvärdering Datum,
Event Details,Händelse Detaljer,
Event Name,Händelse Namn,
Event Status,Händelse Status,
Every 2 Weeks,Varannan Vecka,
Every 3 Weeks,Var 3:e Vecka,
Every 4 Weeks,Var 4:e Vecka,
Every Valid Check-in and Check-out,Varje Giltig Stämpling,
Every Week,Varje Vecka,
Exam,Examen,
Exchange Rate,Växel Kurs,
Exempted from Income Tax,Undantagen från Inkomst Skatt,
Exemption Category,Undantag Kategori,
Exemption Proofs,Undantag Verifikat,
Exemption Sub Category,Undantag Underkategori,
Exit Confirmed,Avgång Bekräftad,
Exit Details,Avgång Detaljer,
Exit Interview,Avgång Intervju,
Exit Interview Summary,Avgång Intervju Översikt,
Exit Questionnaire,Avgång Frågeformulär,
Exit Questionnaire Notification Template,Avgång Frågeförmulär Avisering Mall,
Exit Questionnaire Web Form,Avgång Frågeförmulär Webbformulär,
Expected Average Rating,Förväntat Genomsnittlig Betyg,
Expected By,Förväntad Till,
Expected Compensation,Förväntad Ersättning,
Expected Skill Set,Förväntad Arbetsfärdighet,
Expected Skillset,Förväntad Färdighet,
Expense,Kostnad,
Expense Account,Kostnad Konto,
Expense Approver,Kostnad Godkännare,
Expense Approver Mandatory In Expense Claim,Kostnad Godkännare erfodras för Utlägg,
Expense Claim,Utlägg,
Expense Claim Account,Utlägg Konto,
Expense Claim Advance,Utlägg Förskott,
Expense Claim Detail,Utlägg Detalj,
Expense Claim Type,Utlägg Typ,
Expense Date,Kostnad Datum,
Expense Proof,Kostnad Verifikat,
Expense Taxes and Charges,Skatter och Avgifter,
Expense Type,Kostnad Typ,
Expenses,Kostnader,
Expenses & Advances,Kostnader & Förskott,
Expire Carry Forwarded Leaves (Days),Ta bort Vidarebefordrad Frånvaro (dagar),
Expired,Utgången,
Expired Leave(s),Utgången Frånvaro,
Explanation,Förklaring,
Failed,Misslyckad,
Failure Details,Misslyckande Detaljer,
Feedback,Återkoppling,
Feedback HTML,Återkoppling HTML,
Feedback Ratings,Återkoppling Bedömning,
Feedback Reminder Notification Template,Återkoppling Påminnelse Avisering Mall,
Feedback Submitted,Återkoppling Godkänd,
Fetch Geolocation,Hämta Geografisk Position,
Field Name,Fält Namn,
Filled,Fylld,
Filter Employees,Filtrera Personal,
Filter List,Filter Lista,
Filters,Filter,
Final Decision,Slutgiltig Beslut,
Final Score,Slutgiltig Resultat,
Final Score Formula,Slutlig Resutat Formel,
First Check-in and Last Check-out,Första Instämpling och Sista Utstämpling,
First Day,Första Dag,
First Name ,Förnamn,
Fleet Manager,Fordon Ansvarig,
Flexible Benefits,Flexibla Förmåner,
Flight,Flyg,
Follow via Email,Följ via E-post,
For Designation ,För Befattning,
For Employee,För Personal,
"For a day of leave taken, if you still pay (say) 50% of the daily salary, then enter 0.50 in this field.","För uttagen frånvaro dag, om du fortfarande betalar (säg) 50 % av dagslön, skriv då 0,50 i detta fält.",
Formula,Formel,
Fortnightly,Varannan Vecka,
Fraction of Applicable Earnings ,Bråkdel av Tillämpliga Inkomster ,
Fraction of Daily Salary for Half Day,Andel av Daglig Lön för Halvdag,
Fraction of Daily Salary per Leave,Andel Daglig Lön per Frånvaro,
Frappe Support,Frappe Support,
Frequency,Intervall,
From Amount,Från Belopp,
From Date,Från Datum,
From Employee,Från Personal,
From Time,Från Tid,
From User,Från Användare,
From(Year),Från (År),
Fuchsia,Fuchsia,
Fuel Price,Bränsle Pris,
Fuel Qty,Bränsle Kvantitet,
Full Name,Fullständig Namn,
Full and Final Asset,Slutlig Tillgång,
Full and Final Outstanding Statement,Utestående Avgång Avtal,
Full and Final Statement,Avgång Avtal,
Fully Sponsored,Helt Sponsrad,
Funded Amount,Finansierad Belopp,
Future Income Tax,Framtida Inkomst Skatt,
Geolocation,Geografisk Position,
Get Employees,Hämta Personal,
Get Job Requisitions,Hämta Jobb Rekvisitioner,
Get Template,Hämta Mall,
Gluten Free,Glutenfri,
Goal,Mål,
Goal Completion (%),Mål Framsteg (%),
Goal Score (%),Mål Resultat (%),
Goal Score (weighted),Mål Resultat (avvägd),
Goals,Mål,
Grade,Betyg,
Grand Total,Totalt Belopp,
Gratuity,Belöning,
Gratuity Applicable Component,Belöning Tillämplig Komponent,
Gratuity Rule,Belöningsregel,
Gratuity Rule Slab,Belöningsregel Tabell,
Green,Grön,
Grievance Against,Klagomål Mot,
Grievance Against Party,Klagomål mot Parti,
Grievance Details,Klagomål Detaljer,
Grievance Type,Klagomål Typ,
Gross Pay,Brutto Lön,
Gross Pay (Company Currency),Brutto Lön (Bolag Valuta),
Gross Year To Date,Brutto Lön Hittills i År,
Gross Year To Date(Company Currency),Brutto Lön Hittills i År (Bolag Valuta),
HR,Personal,
HR Manager,Personal Ansvarig,
HR Settings,Personal Inställningar,
HR User,Personal Användare,
Half Day,Halv Dag,
Half Day Date,Halv Dag Datum,
Half Day Marked Employee Header,Halvdag Vald Personal Rubrik,
Half Yearly,Halvår,
Half-Yearly,Halvår,
Has Certificate,Har Certifikat,
Health Insurance Name,Sjukförsäkring Namn,
Help,Hjälp,
Hiring Settings,Anställning Inställningar,
Hold,Spärra,
Holiday List,Helg Lista,
Holiday List for Optional Leave,Helg Lista för Valfri Frånvaro,
Holidays,Helg Dagar,
Horizontal Break,Horisontell Brytning,
Hour Rate,Timpris,
Hour Rate (Company Currency),Timpris (Bolag Valuta),
Hours,Timmar,
IN,IN,
Identification Document Number,Identifikation Handling Nummer,
Identification Document Type,Identifikation Handling,
"If checked, Payroll Payable will be booked against each employee","Om vald,kommer Lön Skuld bokföras per varje anställd",
"If checked, hides and disables Rounded Total field in Salary Slips","Om vald, döljs och inaktiveras fält Avrundat Totalt i Lönespecifikationer",
"If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission.","Om vald, kommer hela belopp dras av från beskattningsbar Inkomst före Inkomst Skatt beräkning utan någon förklaring eller underlag.",
"If enabled, Tax Exemption Declaration will be considered for income tax calculation.","Om vald, kommer skatt befrielse deklaration att övervägas för beräkning av inkomst skatt.",
"If enabled, auto attendance will be marked on holidays if Employee Checkins exist","Om vald, kommer automatisk närvaro att anges på helgdagar om det finns stämplingar för personal",
"If enabled, deducts payment days for absent attendance on holidays. By default, holidays are considered as paid","Om vald, dras betalning för lönedagar av för frånvaro på helgdagar. Som standard är helgdagar betalda",
"If enabled, the component will be considered as a tax component and the amount will be auto-calculated as per the configured income tax slabs","Om vald, kommer komponent att betraktas som skatt komponent och belopp kommer att automatiskt beräknas enligt konfigurerade inkomst skatt tabeller",
"If enabled, the component will be considered in the Income Tax Deductions report","Om vald, kommer komponent att beaktas i rapport för inkomst skatt avdrag",
"If enabled, the component will not be displayed in the salary slip if the amount is zero","Om vald, kommer komponent inte att visas i lönespecifikation om belopp är noll",
"If enabled, the total no. of applications received for this opening will be displayed on the website","Om aktiverat, total antal av ansökningar som tas emot för denna erbjudande kommer att visas på webbplats",
"If enabled, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ",Om vald kommer värdet som anges eller beräknas i denna komponent inte att bidra till intäkter eller avdrag. Men dess värde kan refereras av andra komponenter som kan läggas till eller dras av.,
"If enabled, total no. of working days will include holidays, and this will reduce the value of Salary Per Day","Om vald, kommer totalt antal arbetsdagar att inkludera helgdagar, och detta kommer att minska värdet av lön per dag",
"If not checked, the list will have to be added to each Department where it has to be applied.","Om inte vald, måste lista läggas till varje avdelning där den ska tillämpas.",
"If selected, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Om vald, kommer det angivna eller beräknade värdet i denna komponent inte att bidra till förtjänst eller avdrag. Men dess värde kan hänvisas till andra komponenter som kan läggas till eller dras av.",
"If set, the job opening will be closed automatically after this date","Om vald,jobb erbjudande stängs automatiskt efter detta datum",
Import Attendance,Importera Närvaro,
Import Log,Importera Logg,
In Process,Pågående,
In Progress,Pågående,
In Time,I Tid,
Inactive,Inaktiv,
Incentive,Motivation,
Incentive Amount,Motivation Belopp,
Include Holidays,Inkludera Helgdagar,
Include holidays in Total no. of Working Days,Inkludera Helger i Totalt Antal Arbetsdagar,
Include holidays within leaves as leaves,Inkludera helgdagar inom frånvaro som frånvaro,
Income Source,Inkomst Källa,
Income Tax Breakup,Inkomst Skatt Uppdelning,
Income Tax Computation,Inkomst Skatt Beräkning,
Income Tax Deducted Till Date,Inkomstskatt Avdragen till Datum,
Income Tax Deductions,Inkomst Skatt Avdrag,
Income Tax Slab,Inkomst Skatt Tabell,
Income Tax Slab Other Charges,Inkomst Skatt Tabell Övriga Avgifter,
Income from Other Sources,Inkomst från Andra Källor,
"Indicates the number of leaves that cannot be encashed from the leave balance. E.g. with a leave balance of 10 and 4 Non-Encashable Leaves, you can encash 6, while the remaining 4 can be carried forward or expired","Indikerar antal lediga dagar som inte kan tas ut från frånvaro saldo. T.ex. med frånvaro saldo på 10 och 4 ej uttagbara dagar, kan man ta ut 6, medan återstående 4 kan överföras eller förfaller",
Inspection,Kontroll,
Interest,Ränta,
Interest Amount,Ränte Belopp,
Interest Income Account,Ränte Intäkt Konto,
Intermediate,Mellanhand,
International,Utrikes,
Internet,Internet,
Interview,Intervju,
Interview Detail,Intevju Detalj,
Interview Details,Intevju Detaljer,
Interview Feedback,Intervju Återkoppling,
Interview Reminder Notification Template,Intervju Påminnelse Avisering Mall,
Interview Round,Intervju Omgång,
