Accrual Journal Entry for salaries from {0} to {1},{0} - {1} tarihleri arasında maaşlar için Günlük Tahakkuk  Girişi,
Action,İşlem,
Action on Submission,Teslim Üzerine Eylem,
Actions,İşlemler,
Active,Aktif,
Activities,Aktiviteler,
Activity Name,İşlem İsmi,
Actual Amount,Gerçek Tutar,
Actual Cost,Gerçek Maliyet,
Actual Encashable Days,Paraya Çevrilebilir Günler,
Actual balances aren't available because the leave application spans over different leave allocations. You can still apply for leaves which would be compensated during the next allocation.,"Gerçek bakiyeler mevcut değil çünkü izin başvurusu farklı izin atamalarını kapsıyor. Yine de, bir sonraki atamada telafi edilecek izinler için başvuruda bulunabilirsiniz.",
Add Day-wise Dates,Gün Bazında Tarih Ekle,
Add Employee Property,Personel Özelliği Ekle,
Add Feedback,Geri Bildirim Ekle,
Add to Details,Ayrıntılara Ekle,
Add unused leaves from previous allocations,Önceki ödeneklerden çalıştırman izinleri ekle,
Add unused leaves from previous leave period's allocation to this allocation,Önceki izin döneminin atamasından kullanılmayan izinleri bu atamaya ekle,
Added On,Eklenme Tarihi,
Added tax components from the Salary Component master as the salary structure didn't have any tax component.,"Maaş yapısında vergi bileşeni olmadığı için, Maaş Bileşeni ana kaydından vergi bileşenleri eklendi.",
Added to details,Ayrıntılara eklendi,
Additional Amount,ek miktar,
Additional Information ,Ekle Bilgi ,
Additional PF,Ek PF,
Additional Salary,Ek Ücret,
Additional Salary ,Ek Maaş,
Additional Salary for referral bonus can only be created against Employee Referral with status {0},Yönlendirme bonusu için Ek Maaş yalnızca {0} statüsündeki Personel Yönlendirmesine karşı oluşturulabilir,
Additional Salary for this salary component with {0} enabled already exists for this date,Bu maaş bileşeni için {0} etkinleştirilmiş Ek Maaş bu tarih için zaten mevcut,
Additional Salary: {0} already exist for Salary Component: {1} for period {2} and {3},Ek Maaş: {0} Maaş Bileşeni için zaten mevcut: {1} {2} dönem ve {3},
Address of Organizer,Organizatörün Adresi,
Advance,Gelişmiş,
Advance Account,Avans Hesabı,
Advance Amount,Peşinat Tutarı,
Advance Paid,Avans Ödemesi,
Advance Payment,Avans Ödemesi,
Advance Payments,Avans Ödemeleri,
Advanced Filters,Gelişmiş Filtreler,
Advances,Avanslar,
All,Tümü,
All Goals,Tüm Hedefler,
All Jobs,Tüm işler,
All allocated assets should be returned before submission,Tahsis edilen tüm varlıklar teslim edilmeden önce iade edilmelidir,
All the mandatory tasks for employee creation are not completed yet.,Personel oluşturma için zorunlu olan tüm görevler henüz tamamlanmadı.,
Allocate Based On Leave Policy,İzin Politikasına Göre Tahsis Et,
Allocate Leave,İzin Tahsisi,
Allocate Leaves,Verilen İzinler,
Allocate leaves to {0} employee(s)?,{0} personele izin tahsis edilsin mi?,
Allocate on Day,Güne Göre Tahsis Et,
Allocated Amount,Ayrılan Tutar,
Allocated Leaves,Ayrılmış İzinler,
Allocated {0} leave(s) via scheduler on {1} based on the 'Allocate on Day' option set to {2},"{0} izin, {1} tarihinde zamanlayıcı ile, ‘Gün Bazında Tahsis Et’ seçeneği {2} olarak ayarlandığı için tahsis edildi",
Allocating Leave,İzin Tahsisi,
Allocation,Tahsis,
Allocation Expired!,Tahsis Süresi Bitti!,
Allow Employee Checkin from Mobile App,Personelin Giriş/Çıkışı Mobil Uygulama ile Yapmasına İzin Ver,
Allow Encashment,Paraya çevirmeye İzin Ver,
Allow Geolocation Tracking,Coğrafi Konum İzlemeye İzin Ver,
Allow Leave Application After (Working Days),Personel İzin Talebine İzin Ver (İş Günü),
Allow Multiple Shift Assignments for Same Date,Aynı Tarih İçin Birden Fazla Vardiya Atamalarına İzin Ver,
Allow Negative Balance,Eksi Bakiyeye İzin Ver,
Allow Over Allocation,Fazla Tahsis Etmeye İzin Ver,
Allow Tax Exemption,Vergi Muafiyetine İzin Ver,
Allow User,Kullanıcıya izin ver,
Allow Users,Kullanıcılara izin ver,
Allow check-out after shift end time (in minutes),Vardiya bitiş zamanından sonra check-out yapılmasına izin ver (dakika olarak),
Allow the following users to approve Leave Applications for block days.,Blok günleri için aşağıdaki kullanıcıların izin uygulamalarını onaylamasına izin ver.,
Allows allocating more leaves than the number of days in the allocation period.,Tahsis edilen dönemdeki gün sayısından daha fazla izin tahsis edilmesine olanak sağlar.,
Alternating entries as IN and OUT during the same shift,Aynı vardiyada alternatif girişler ve girişler,
Amended From,Değiştirildi,
Amount,Tutar,
Amount Based on Formula,Formüle Dayalı Tutar,
Amount based on formula,Formüle Dayalı Tutar,
Amount claimed via Expense Claim,Gider Talebi yoluyla talep edilen tutar,
Amount of expense,Harcama tutarı,
Amount scheduled for deduction via salary,Maaş üzerinden kesinti yapılması planlanan tutar,
Amount should not be less than zero,Tutar sıfırdan az olmamalıdır,
Amount that has been paid against this advance,Bu avansa karşılık ödenen tutar,
"An amount of {0} already claimed for the component {1}, set the amount equal or greater than {2}","{1} bileşeni için zaten {0} tutarı talep edildi, tutarı {2} değerine eşit veya daha büyük olarak ayarlayın",
Annual Allocation,Yıllık Tahsis,
Annual Allocation Exceeded,Yıllık Tahsis Aşıldı,
Annual Salary,Yıllık Maaş,
Annual Taxable Amount,Yıllık Vergilendirilebilir Tutar,
Any other details,Diğer Ayrıntılar,
"Any other remarks, noteworthy effort that should go in the records","Kayıtlara geçmesi gereken başka herhangi bir açıklama, kayda değer çaba var mı?",
Applicable Earnings Component,Uygulanabilir Kazanç Bileşeni,
Applicable For,Uygulanabilir:,
Applicable in the case of Employee Onboarding,Çalışan Oryantasyonu durumunda geçerlidir,
Applicant Email Address,Başvuru Sahibinin E-posta Adresi,
Applicant Name,Başvuru İsmi,
Applicant Rating,Başvuru Puanı,
Applicant for a Job,İş Başvurusu,
Applicant name,Başvuranın ismi,
Application Status,Başvuru Durumu,
Application period cannot be across two allocation records,Başvuru süresi iki ödenek boyunca kaydırılamaz,
Application period cannot be outside leave allocation period,Uygulama süresi dışında izin tahsisi dönemi olamaz,
Applications Received,Alınan Başvurular,
Applications received:,Alınan başvurular:,
Applies to Company,Şirket için geçerli,
Apply,Uygula,
Apply / Approve Leaves,İzinler Onayla,
Apply Filters,Filtreleri Uygula,
Apply Now,Şimdi Başvur,
Appointment Date,Randevu Tarihi,
Appointment Letter,Randevu mektubu,
Appointment Letter Template,Randevu Mektubu Şablonu,
Appointment Letter content,Randevu Mektubu içeriği,
Appraisal,Değerlendirme,
Appraisal Cycle,Değerlendirme Döngüsü,
Appraisal Goal,Değerlendirme Hedefi,
Appraisal KRA,Performans Değerlendirme,
Appraisal Linking,Değerlendirme Bağlantısı,
Appraisal Overview,Değerlendirme Genel Bakışı,
Appraisal Template,Değerlendirme Şablonu,
Appraisal Template Goal,Değerlendirme Şablonu Hedefi,
Appraisal Template Missing,Değerlendirme Şablonu Eksik,
Appraisal Template Title,Değerlendirme Şablonu Başlığı,
Appraisal Template not found for some designations.,Bazı Görev Tanımları için Değerlendirme Şablonu bulunamadı.,
Appraisal creation is queued. It may take a few minutes.,Değerlendirme oluşturma sıraya alındı. Birkaç dakika sürebilir.,
Appraisal {0} already exists for Employee {1} for this Appraisal Cycle or overlapping period,Değerlendirme {0} bu Değerlendirme Döngüsü veya çakışan dönem için {1} Personeli için zaten mevcut,
Appraisal {0} does not belong to Employee {1},{0} Değerlendirmesi {1} Personeline ait değildir,
Appraisee,Değerlendirilen,
Appraisees: {0},Değerlendirilenler: {0},
Apprentice,Çırak,
Approval,Onay,
Approval Status,Onay Durumu,
Approval Status must be 'Approved' or 'Rejected',Onay Durumu 'Onaylandı' veya 'Reddedildi' olmalıdır,
Approve,Onayla,
Approved,Onaylandı,
Approver,Onaylayan,
Approvers,Onaylayanlar,
Apps,Uygulamalar,
Apr,Nisan,
Archive,Arşiv,
Archived,Arşivlendi,
Are you sure you want to delete the attachment,Bu dosyayı silmek istediğinizden emin misiniz,
Are you sure you want to email the selected salary slips?,Seçilen maaş bordrolarını e-posta ile göndermek istediğinizden emin misiniz?,
Are you sure you want to proceed?,Devam etmek istediğinizden emin misiniz?,
Are you sure you want to reject the Employee Referral?,Personel Refransını reddetmek istediğinizden emin misiniz?,
Arrival Datetime,Varış Tarihsaat,
As per your assigned Salary Structure you cannot apply for benefits,"Atanan Maaş Yapınıza göre, faydalar için başvuruda bulunamazsınız.",
Asset Name,Varlık Adı,
Asset Recovery Cost for {0}: {1},{0} için Varlık Kurtarma Maliyeti: {1},
Assets Allocated,Tahsis Edilen Varlıklar,
Assign Salary Structure to {0} employee(s)?,Maaş Yapısınının {0} personellere atanmasını onaylıyor musunuz?,
Assign Shift,Vardiya Ata,
Assign Shift Schedule,Vardiya Programını Ata,
Assign Structure,Atama Yapısı,
Assigning Salary Structure,Maaş Yapısı Atanıyor,
Assigning Structure...,Yapılar Atanıyor...,
Assigning Structures...,Yapılar atanıyor...,
Assigning...,Atanıyor...,
Assignment based on,Atamanın Temeli,
Associate Job Opening,İş İlanı İlişkilendir,
Associated Document,İlgili Belge,
Associated Document Type,İlgili Alan,
At least one interview has to be selected.,En az bir mülakat seçilmelidir.,
Attach Proof,Kanıt Ekle,
Attachments,Belge Ekleri,
Attendance,Devamlılık,
Attendance Date,Devamlılık Tarihi,
Attendance From Date,İlk Tarih,
Attendance From Date and Attendance To Date is mandatory,Devamlılık için Başlangıç ve Bitiş Tarihi zorunludur,
Attendance ID,Devamlılık ID,
Attendance Marked,Geldi Olarak Kaydedildi,
Attendance Request,Devamlılık Talebi,
Attendance Settings,Devamlılık Ayarları,
Attendance To Date,Son Tarih,
Attendance Updated,Devamlılık Güncellendi,
Attendance Warnings,Devamlılık Uyarıları,
Attendance date {0} can not be less than employee {1}'s joining date: {2},"Devamlılık tarihi {0}, {1} Personelin işe başlama tarihi olan {2} değerinden önce olamaz.",
Attendance for all the employees under this criteria has been marked already.,Bu kritere göre tüm personellerin devamlılığı zaten işaretlenmiştir.,
Attendance has been marked as per employee check-ins,Personel girişlerine göre devamlılık işaretlendi,
Attendance has been marked for all the employees between the selected payroll dates.,Seçilen maaş dönemi tarihleri arasında tüm personelin devamlılığı işaretlendi.,
Attendance marked successfully,Devamlılık Başarıyla Kaydedildi,
Attendance not submitted for {0} as it is a Holiday.,Bugün tatil olduğundan Personel {0} için devamlılık kaydedilemedi.,
Attendance not submitted for {0} as {1} is on leave.,Personel {0} için devamlılık kaydedilmedi çünkü {1} izinli.,
Attendance will be marked automatically only after this date.,"Devamlılık, yalnızca bu tarihten sonra otomatik olarak işaretlenecek.",
Attendees,Katılımcılar,
Attrition Count,Ayrılan,
Aug,Ağustos,
Auto Attendance Settings,Otomatik Devamlılık Ayarları,
Auto Leave Encashment,Otomatik İzin Ücreti Ödemesi,
"Automatically fetches all assets allocated to the employee, if any",Personele tahsis edilen tüm varlıklar varsa bunları otomatik olarak getirir,
Available Leave(s),Mevcut İzinler,
Available Leaves,Mevcut İzinler,
Average Feedback Score,Ortalama Geri Bildirim Puanı,
Average Rating,Ortalama Puan,
"Average of Goal Score, Feedback Score, and Self Appraisal Score (out of 5)","Hedef Puanı, Geri Bildirim Puanı ve Öz Değerlendirme Puanının Ortalaması (5 üzerinden)",
Average rating of demonstrated skills,Gösterilen becerilerin ortalama değerlendirmesi,
Avg Feedback Score,Ortalama Geri Bildirim Puanı,
Avg Utilization,Ortalama Kullanım,
Awaiting Response,Cevap Bekleniyor,
Bank,Banka,
Bank Account,Banka Hesabı,
Bank Account No,Banka Hesap Numarası,
Bank Details,Banka Detayları,
Bank Entries,Banka Girişleri,
Bank Name,Banka Adı,
Bank Remittance,Banka Havalesi,
Base,Temel,
Base & Variable,Taban & Değişken,
Begin On (Days),Başlama (Gün),
Begin check-in before shift start time (in minutes),Vardiya başlama zamanından önce check-ine başlama (dakika olarak),
Beginner,Başlangıç,
Below is the list of upcoming holidays for you:,Aşağıda sizin için yaklaşan tatillerin listesini bulabilirsiniz:,
Benefit,Yarar,
Benefits,Faydalar,
Bill Amount,Fatura Tutarı,
Billed Hours,Faturalandırılan Saatler,
Billed Hours (B),Faturalandırılan Saatler (B),
Bimonthly,İki Ayda Bir,
Birthday Reminder,Doğum Günü Hatırlatıcısı,
Birthday Reminder 🎂,Doğum Günü 🎂,
Birthdays,Doğum Günleri,
Block Date,Blok Tarihi,
Block Days,Engellenen Günler,
Block Holidays on important days.,Önemli günlerdeki tatilleri engelleyin.,
Blue,Mavi,
Body,Vücut,
Bonus,Bonus,
Bonus Amount,Bonus Tutarı,
Bonus Payment Date,Bonus Ödeme Tarihi,
Bonus Payment Date cannot be a past date,Bonus Ödeme Tarihi bir tarih olamaz,
Branch,Görev Bölümü,
Branch: {0},Bölüm: {0},
Bulk Assignments,Toplu Atamalar,
Bulk Leave Policy Assignment,Toplu İzin Politikası Ataması,
Bulk Salary Structure Assignment,Toplu Maaş Yapısı Ataması,
"By default, the Final Score is calculated as the average of Goal Score, Feedback Score, and Self Appraisal Score. Enable this to set a different formula","Varsayılan olarak, Son Puan Hedef Puanı, Geri Bildirim Puanı ve Öz Değerlendirme Puanının ortalaması olarak hesaplanır. Farklı bir formül ayarlamak için bunu etkinleştirin",
CTC,Brüt Maaş,
Calculate Final Score based on Formula,Nihai Puanı Formüle Göre Hesapla,
Calculate Payroll Working Days Based On,Bordro Çalışma Günlerini Şuna Göre Hesaplayın,
Calculated in days,Gün olarak hesaplandı,
Calls,Aramalar,
Campaign,Kampanya,
Cancel,İptal,
Cancellation Queued,İptal Sırada Bekliyor,
Cancelled,İptal Edildi,
Cannot break shift after end date,Bitiş tarihinden sonra vardiyaya ara verilemez,
Cannot break shift before start date,Vardiya başlangıç tarihinden önce bölünemez,
Cannot cancel Shift Assignment: {0} as it is linked to Attendance: {1},Vardiya Ataması: {0} Devamlılık: {1} ile bağlantılı olduğu için iptal edilemez,
Cannot cancel Shift Assignment: {0} as it is linked to Employee Checkin: {1},"Vardiya Ataması {0}, Personel Hareketi {1} ile bağlantılı olduğu için iptal edilemez",
Cannot create Salary Slip for Employee who has left before Payroll Period,Maaş Bordrosu Döneminden Önce Ayrılan Çalışan için Maaş Bordrosu Oluşturulamaz,
Cannot create a Job Applicant against a closed Job Opening,Kapalı bir İş İlanı için İş Başvurusu oluşturulamaz,
Cannot find active Leave Period,Etkin İzin Dönemi bulunamadı,
Carry Forwarded Leaves,Devreden İzinler,
Casual Leave,Mazeret İzni,
Cause of Grievance,Şikayet Nedeni,
Change,Değiştir,
Check <a href='/app/List/Error Log?reference_doctype={0}'>{1}</a> for more details,Daha fazla ayrıntı için <a href='/app/List/Error Log?reference_doctype={0}'>{1}</a> adresini kontrol edin,
Check Error Log {0} for more details.,Daha fazla ayrıntı için Hata Günlüğü {0} adresini kontrol edin.,
Check Vacancies On Job Offer Creation,İş Teklifi Oluşturmada Açık Pozisyonları Kontrol Et,
Check {0} for more details,Daha fazla ayrıntı için {0} adresini kontrol edin,
Check-in Date,Giriş Tarihi,
Check-out Date,tarihi kontrol et,
Claim Benefit For,Hak talebi,
Claim Date,Talep Tarihi,
Claimed,İddia Edilen,
Claimed Amount,Talep Edilen Tutar,
Claims,Talepler,
Clear All,Temizle,
Clearance Date,Tahsilat Tarihi,
Cleared,Temizlendi,
Click {0} to change the configuration and then resave salary slip,Yapılandırmayı değiştirmek ve ardından maaş bordrosunu yeniden kaydetmek için {0} öğesine tıklayın,
Close,Kapat,
Closed,Kapandı,
Closed On,Kapanış Tarihi,
Closes On,Kapanış Tarihi,
Closes on:,Kapanış Tarihi:,
Closing Balance,Kapanış Bakiyesi,
Closing Notes,Kapanış Notları,
Collapse All,Tümünü Daralt,
Color,Renk,
Comments,Yorumlar,
Commission,Komisyon,
Company,Şirket,
Company Details,Şirket Detayları,
Compensatory Leave Request,Telafi Bırakma Talebi,
Compensatory Off,Telafi İzni,
Completed,Tamamlandı,
Completed On,Tamamlanma Tarihi,
Completing onboarding,Tanıtım Tamamlanıyor,
Component,Bileşen,
Component properties and references ,Bileşen özellikleri ve referansları,
Condition,Koşul,
Condition & Formula,Formülasyon,
Condition and Formula Help,Koşul ve Formül Yardımı,
Condition and formula,Koşul ve Formüller,
Conditions,Koşullar,
Conditions and Formula variable and example,Koşullar ve Formül değişkeni ve örneği,
Conference,Konferans,
Connections,Bağlantılar,
Consider Tax Exemption Declaration,Vergi Muafiyet Beyanını Göz Önünde Bulundurun,
Consider Unmarked Attendance As,İşaretlenmemiş Devamlılığı Şu Şekilde Kabul Et,
Consolidate Leave Types,İzin Türlerini Birleştirin,
Contact Email,İletişim E-Posta,
Contact No.,İletişim No,
Contact Number,İletişim Numarası,
Continue,Devam Et,
Contract,Sözleşme,
Copy of Invitation/Announcement,Davetiye / Duyurunun kopyaları,
Cost,Maliyet,
Cost Center,Maliyet Merkezi,
Cost Centers,Maliyet Merkezleri,
Costing,Maliyet,
Costing Details,Maliyet Detayları,
Could not submit some Salary Slips: {},Bazı Maaş Bordroları gönderilemedi: {},
Could not update Goal,Hedef güncellenemedi,
Could not update goals,Hedefler güncellenemedi,
Country,Ülke,
Country Fixture Deletion Failed,Ülke Fikstürü Silme İşlemi Başarısız,
Country Setup failed,Ülke Kurulumu başarısız oldu,
Course,Kurs,
Cover Letter,Ön Yazı,
Create,Oluştur,
Create Additional Salary,Ek Maaş Oluştur,
Create Appraisals,Değerlendirmeler Oluşturun,
Create Employee,Personel Oluştur,
Create Interview,Mülakat Oluştur,
Create Job Applicant,İş Başvurusu Oluştur,
Create Job Opening,İş İlanı Oluştur,
Create Journal Entry,Muhasebe Kaydı Oluştur,
Create New Employee Id,Yeni Personel ID Oluştur,
Create Payment Entry,Ödeme Girişi Oluştur,
Create Salary Slip,Maaş Bordrosu Oluştur,
Create Salary Slips,Maaş Bordroları Oluştur,
Create Separate Payment Entry Against Benefit Claim,Fayda Talebine Karşı Ayrı Ödeme Girişi Yaratın,
Create Shifts After,Vardiyaları Şu Tarihten Sonra Oluştur,
Creating Appraisals,Değerlendirmeler Oluşturuluyor,
Creating Payment Entries......,Ödeme Girişleri Oluşturuluyor...,
Creating Salary Slips...,Maaş Fişleri Oluşturuluyor...,
Creating {0}...,{0} Oluşturuluyor...,
Creation Date,Oluşturma Tarihi,
Creation Failed,Oluşturulamadı,
Creation of Salary Structure Assignments has been queued. It may take a few minutes.,Maaş Yapısı Atamalarının oluşturulması sıraya alındı. Birkaç dakika sürebilir.,
Criteria,Kriter,
Criteria based on which employee should be rated in Performance Feedback and Self Appraisal,Personelin Performans Geri Bildirimi ve Öz Değerlendirme sırasında değerlendirilmesi gereken kriterler,
Currency,Para Birimi,
Currency ,Para Birimi,
Currency of selected Income Tax Slab should be {0} instead of {1},Seçilen Gelir Vergisi Diliminin para birimi {1} yerine {0} olmalıdır,
Current,Geçerli,
Current CTC,Mevcut (Şirkete Maliyeti),
Current Count,Mevcut Sayım,
Current Employer ,Mevcut İşveren ,
Current Job Title,Mevcut İş Ünvanı,
Current Odometer Value should be greater than Last Odometer Value {0},"Mevcut Kilometre Sayacı Değeri, Son Yolölçer Değerinden büyük olmalıdır {0}",
Current Odometer value ,Geçerli Kilometre Sayacı değeri,
Current Openings,Mevcut Açıklıklar,
Current Slab,Mevcut Durum,
Current Work Experience,Mevcut İş Deneyimi,
"Currently, there is no {0} leave period for this date to create/update leave allocation.",İzin tahsisi oluşturmak/güncellemek için bu tarih adına {0} izin dönemi bulunmamaktadır.,
Custom Range,Özel Aralık,
Customer,Müşteri,
Cyan,Açık Mavi,
Cycle Name,Döngü Adı,
Cycles,Döngüler,
Daily,Günlük,
Daily Work Summary,Günlük Çalışma Özeti,
Daily Work Summary Group,Günlük Çalışma Özet Grubu,
Daily Work Summary Group User,Günlük Çalışma Özet Grubu Kullanıcısı,
Daily Work Summary Replies,Günlük İş Özeti Cevapları,
Dashboard,Gösterge Paneli,
Date,Tarih,
Date ,Tarih ,
Date Range,Tarih aralığı,
Date is repeated,Tarih tekrarlanır,
Date of Birth,Doğum Tarihi,
Date of Joining,İşe Başlama Tarihi,
Dates & Reason,Tarih & Gerekçe,
Dates Based On,Tarihe Göre,
Days for which Holidays are blocked for this department.,Bu departman için Tatillerin bloke edildiği günler.,
Debit A/C Number,Borç A/C Numarası,
Dec,Aralık,
Decision Pending,Karar Bekleniyor,
Declarations,Beyannameler,
Declared Amount,Beyan Edilen Tutar,
Deduct Full Tax on Selected Payroll Date,Seçilen Bordro Tarihinde Tam Vergi Kesintisi,
Deduct Tax For Unclaimed Employee Benefits,Talep Edilmeyen Çalışanlara Sağlanan Faydalar İçin Vergi İndirimi,
Deduct Tax For Unsubmitted Tax Exemption Proof,Gönderilmeyen Vergi Muafiyeti Kanıtı için Vergi İndirimi,
Deduction,Kesinti,
Deduction from Salary,Maaştan Kesinti,
Deductions,Kesintiler,
Deductions before tax calculation,Vergi hesaplaması öncesi kesintiler,
Default Account,Varsayılan Hesap,
Default Amount,Varsayılan Tutar,
Default Bank / Cash account will be automatically updated in Salary Journal Entry when this mode is selected.,Bu mod seçildiğinde varsayılan Banka / Kasa hesabı otomatik Maaş Dergisi'ne girecektir.,
Default Base Pay,Varsayılan Baz Ücret,
Default Employee Advance Account,Varsayılan Personel Avans Hesabı,
Default Expense Claim Payable Account,Varsayılan Gider Alacak Hesabı,
Default Payroll Payable Account,Varsayılan Ödenecek Bordro Hesabı,
Default Salary Structure,Varsayılan Maaş Yapısı,
Default Shift,Varsayılan Vardiya,
Deferred Expense Account,Ertelenmiş Gider Hesabı,
Delete,Sil,
Delete Attachment,Eki Sil,
Delivery Trip,Teslimat Yolculuğu,
Department,Departman,
Department Approver,Bölüm Onaycısı,
Department {0} does not belong to company: {1},Departman {0} şu şirkete ait değil: {1},
Department: {0},Departman: {0},
Departure Datetime,Kalkış Datetime,
Depends On Payment Days,Ödeme Günlerine Göre Değişir,
Depends on Payment Days,Ödeme Günlerine Bağlı,
Description,Açıklama,
Description of a Job Opening,İş İlanının Açıklaması,
Designation,Görev Tanımı,
Designation Skill,Atama Becerisi,
Designation: {0},Görev Tanımı: {0},
Details,Ayrıntılar,
"Details of Sponsor (Name, Location)","Sponsorun Detayları (İsim, Yer)",
Determine Check-in and Check-out,Giriş ve Çıkış Belirleme,
Disable,Kapat,
Disable Rounded Total,Yuvarlatılmış Toplamı Kapat,
