Appraisal Template Title,Bezeichnung der Bewertungsvorlage,
Appraisee,Beurteilter,
Approval,Genehmigung,
Approval Status,Genehmigungsstatus,
Approve,Genehmigen,
Approved,Genehmigt,
Approver,Genehmiger,
Apps,Apps,
Archived,Archiviert,
Arrival Datetime,Ankunftszeit,
Asset Name,Name des Vermögensgegenstandes,
Assets Allocated,Zugewiesene Vermögensgegenstände,
Assign Shift,Schicht zuweisen,
Assign Shift Schedule,Schichtplan zuweisen,
Assignment based on,Zuweisung basierend auf,
Associated Document,Zugehöriges Dokument,
Associated Document Type,Zugehöriger Dokumenttyp,
Attach Proof,Nachweis anhängen,
Attachments,Anhänge,
Attendance,Anwesenheit,
Attendance Date,Anwesenheitsdatum,
Attendance From Date,Anwesenheit von Datum,
Attendance Marked,Teilnahme markiert,
Attendance Request,Anwesenheitsanfrage,
Attendance Settings,Einstellungen für die Anwesenheit,
Attendance To Date,Anwesenheit bis Datum,
Attendance will be marked automatically only after this date.,Die Teilnahme wird erst nach diesem Datum automatisch markiert.,
Attendees,Teilnehmer,
Auto Attendance Settings,Einstellungen für die automatische Teilnahme,
Auto Leave Encashment,Automatisches Verlassen der Einlösung,
Automated Based on Goal Progress,Automatisiert auf Basis des Zielfortschritts,
"Automatically fetches all assets allocated to the employee, if any","Automatischer Abruf aller dem Mitarbeiter zugewiesenen Vermögensgegenstände, falls vorhanden",
Automatically update Last Sync of Checkin,Letzte Synchronisierung des Check-ins automatisch aktualisieren,
Available Leave(s),Verfügbare Urlaubstage,
Average Feedback Score,Durchschnittliche Feedback-Punktzahl,
Average Rating,Durchschnittliche Bewertung,
"Average of Goal Score, Feedback Score, and Self Appraisal Score (out of 5)","Durchschnitt von Zielpunktzahl, Feedbackpunktzahl und Selbstbeurteilungspunktzahl (von 5)",
Awaiting Response,Warte auf Antwort,
Bank Account,Bankkonto,
Bank Account No,Bankkonto Nr,
Bank Details,Bankdaten,
Bank Name,Name der Bank,
Bank Remittance,Banküberweisung,
Base,Basis,
Base & Variable,Basis & Variabel,
Begin On (Days),Beginn an (Tage),
Begin check-in before shift start time (in minutes),Beginnen Sie den Check-in vor Schichtbeginn (in Minuten),
Beginner,Anfänger,
Benefits,Vorteile,
Bimonthly,Zweimonatlich,
Birthdays,Geburtstage,
Block Date,Datum sperren,
Block Days,Tage sperren,
Block Holidays on important days.,Urlaub an wichtigen Terminen unterbinden.,
Blue,Blau,
Body,Inhalt,
Bonus,Bonus,
Bonus Amount,Bonusbetrag,
Bonus Payment Date,Bonuszahlungsdatum,
Branch,Filiale,
Bulk Salary Structure Assignment,Massenzuweisung von Gehaltsstrukturen,
"By default, the Final Score is calculated as the average of Goal Score, Feedback Score, and Self Appraisal Score. Enable this to set a different formula","Standardmäßig wird das Endergebnis als Durchschnitt aus Zielergebnis, Feedbackergebnis und Selbsteinschätzungsergebnis berechnet. Aktivieren Sie diese Option, um eine andere Formel festzulegen",
CTC,CTC,
Calculate Final Score based on Formula,Endergebnis anhand Formel berechnen,
Calculate Payroll Working Days Based On,Berechnen Sie die Arbeitstage der Personalabrechnung basierend auf,
Calculated in days,Berechnet in Tagen,
Cancelled,Storniert,
Carry Forward,Übertragen,
Carry Forwarded Leaves,Übertragene Urlaubsgenehmigungen,
Cause of Grievance,Grund der Beschwerde,
Change,Ändern,
Check Vacancies On Job Offer Creation,Stellenangebote bei der Erstellung von Stellenangeboten prüfen,
Check-in Date,Check-in Datum,
Check-out Date,Check-Out Datum,
Checkin Radius,Check-in-Radius,
Claim Benefit For,Anspruchsvorteil für,
Claim Date,Anspruch Datum,
Claimed,Behauptet,
Claimed Amount,Anspruchsbetrag,
Clearance Date,Abrechnungsdatum,
Closed,Geschlossen,
Closed On,Geschlossen am,
Closes On,Schließt ein,
Closing Notes,Schlussbemerkungen,
Color,Farbe,
Comments,Kommentare,
Company,Unternehmen,
Company Details,Details zum Unternehmen,
Compensatory Leave Request,Ausgleichsurlaubsantrag,
Completed,Abgeschlossen,
Completed On,Abgeschlossen am,
Component,Komponente,
Component properties and references ,Komponenteneigenschaften und Referenzen,
Condition,Bedingung,
Condition & Formula,Bedingung & Formel,
Condition and formula,Zustand und Formel,
Conditions,Bedingungen,
Conditions and Formula variable and example,Bedingungen und Formelvariable und Beispiel,
Conference,Konferenz,
Connections,Verknüpfungen,
Consider Marked Attendance on Holidays,Markierte Anwesenheit an arbeitsfreien Tagen berücksichtigen,
Consider Unmarked Attendance As,Betrachten Sie die nicht markierte Teilnahme als,
Contact Email,Kontakt-E-Mail,
Contact No.,Kontakt-Nr.,
Contact Number,Kontaktnummer,
Copy of Invitation/Announcement,Kopie der Einladung / Ankündigung,
Cost,Kosten,
Cost Center,Kostenstelle,
Cost Centers,Kostenstellen,
Costing,Kalkulation,
Costing Details,Kostendetails,
Country,Land,
Course,Kurs,
Cover Letter,Motivationsschreiben,
Create New Employee Id,Erstellen Sie eine neue Mitarbeiter-ID,
Create Separate Payment Entry Against Benefit Claim,Erstellen Sie eine separate Zahlungserfassung gegen den Leistungsanspruch,
Create Shifts After,Schichten erstellen nach dem,
Criteria,Kriterien,
Criteria based on which employee should be rated in Performance Feedback and Self Appraisal,"Kriterien, anhand derer der Mitarbeiter im Leistungsfeedback und in der Selbstbeurteilung bewertet werden sollte",
Currency,Währung,
Currency ,Währung ,
Current,Aktuell,
Current CTC,Aktuelle CTC,
Current Count,Aktuelle Anzahl,
Current Employer ,Derzeitiger Arbeitgeber ,
Current Job Title,Aktuelle Stellenbezeichnung,
Current Month Income Tax,Einkommensteuer des laufenden Monats,
Current Odometer value ,Aktueller Kilometerzählerwert,
Current Openings,Aktuelle Eröffnungen,
Current Work Experience,Aktuelle Berufserfahrung,
Custom Range,Benutzerdefinierter Bereich,
Cyan,Türkis,
Cycle Name,Zyklusname,
Cycles,Zyklen,
Daily,Täglich,
Daily Work Summary,Tägliche Arbeitszusammenfassung,
Daily Work Summary Group,Tägliche Arbeitszusammenfassungsgruppe,
Daily Work Summary Group User,Tägliche Arbeit Zusammenfassung Gruppenbenutzer,
Daily Work Summary Replies,Tägliche Arbeit Zusammenfassung Antworten,
Dashboard,Dashboard,
Date,Datum,
Date ,Datum ,
Date of Birth,Geburtsdatum,
Date of Joining,Eintrittsdatum,
Dates & Reason,Termine & Grund,
Dates Based On,Daten basierend auf,
Declarations,Erklärungen,
Declared Amount,Angegebener Betrag,
Deduct Full Tax on Selected Payroll Date,Abzug der vollen Steuer am ausgewählten Abrechnungsdatum,
Deduct Tax For Unclaimed Employee Benefits,Steuern für nicht beanspruchte Leistungen an Arbeitnehmer abziehen,
Deduct Tax For Unsubmitted Tax Exemption Proof,Steuern für nicht abgegebenen Steuerbefreiungsnachweis abziehen,
Deduction,Abzug,
Deductions,Abzüge,
Deductions before tax calculation,Abzüge vor Steuerberechnung,
Default Account,Standardkonto,
Default Amount,Standard-Betrag,
Default Bank / Cash account will be automatically updated in Salary Journal Entry when this mode is selected.,"Standard Bank / Geldkonto wird automatisch in Gehalts Journal Entry aktualisiert werden, wenn dieser Modus ausgewählt ist.",
Default Base Pay,Standard-Grundgehalt,
Default Salary Structure,Standard-Gehaltsstruktur,
Deferred Expense Account,Rechnungsabgrenzungsposten,
Delivery Trip,Auslieferungsfahrt,
Department,Abteilung,
Department Approver,Abteilungsgenehmiger,
Departure Datetime,Abfahrt Datetime,
Depends on Payment Days,Hängt von den Zahlungstagen ab,
Description,Beschreibung,
Description of a Job Opening,Beschreibung einer Stellenausschreibung,
Designation,Position,
Designation Skill,Positionsfähigkeit,
Details,Details,
"Details of Sponsor (Name, Location)","Angaben zum Sponsor (Name, Ort)",
Determine Check-in and Check-out,Check-in und Check-out festlegen,
Disable,Deaktivieren,
Disable Rounded Total,"""Gesamtsumme runden"" abschalten",
Disabled,Deaktiviert,
Dispensed Amount (Pro-rated),Ausgabemenge (Pro-rated),
Do Not Include in Total,Nicht in die Summe einbeziehen,
Do not include in total,Nicht in Summe berücksichtigen,
Domestic,Inländisch,
Download Template,Vorlage herunterladen,
Draft,Entwurf,
Duration (Days),Dauer (Tage),
Early Exit,Frühzeitiger Feierabend,
Early Exit Grace Period,Karenzzeit für frühzeitiges Schichtende,
Earned Leave,Verdienter Urlaub,
Earned Leave Frequency,Verdiente Austrittsfrequenz,
Earning,Einkommen,
Earning Component,Verdienende Komponente,
Earnings,Einkünfte,
Earnings & Deductions,Erträge & Abzüge,
Effective From,Gültig ab,
Effective To,Gültig bis,
Effective from,Gültig ab,
Email,E-Mail,
Email Address,E-Mail-Adresse,
Email ID,E-Mail-Adresse,
Email Salary Slip to Employee,Gehaltsabrechnung per E-Mail an Mitarbeiter senden,
Email Sent To,Email an gesendet,
Email Template,E-Mail-Vorlage,
Emails salary slip to employee based on preferred email selected in Employee,E-Mails Gehaltsabrechnung an Mitarbeiter auf Basis von bevorzugten E-Mail in Mitarbeiter ausgewählt,
Employee,Mitarbeiter,
Employee Advance,Mitarbeitervorschuss,
Employee Advance Summary,Mitarbeiter Vorausschau,
Employee Attendance Tool,MItarbeiter-Anwesenheits-Werkzeug,
Employee Benefit Application,Employee Benefit Anwendung,
Employee Benefit Application Detail,Details zum Leistungsantrag für Angestellte,
Employee Benefit Claim,Leistungsanspruch des Arbeitnehmers,
Employee Benefits,Vergünstigungen an Mitarbeiter,
Employee Boarding Activity,Mitarbeitereinstiegsaktivität,
Employee Checkin,Mitarbeiter einchecken,
Employee Cost Center,Mitarbeiterkostenstelle,
Employee Details,Mitarbeiterdetails,
Employee Emails,Mitarbeiter E-Mails,
Employee Exit Settings,Einstellungen für Mitarbeiteraustritt,
Employee Exits,Mitarbeiteraustritte,
Employee Feedback Criteria,Kriterien für Mitarbeiter-Feedback,
Employee Feedback Rating,Mitarbeiter-Feedback-Bewertung,
Employee Grade,Mitarbeiterklasse,
Employee Grievance,Mitarbeiterbeschwerde,
Employee Health Insurance,Krankenversicherung für Arbeitnehmer,
Employee Image,Mitarbeiterbild,
Employee Incentive,Mitarbeiteranreiz,
Employee Info,Mitarbeiter-Infos,
Employee Name,Name des Mitarbeiters,
Employee Naming By,Mitarbeiterbenennung nach,
Employee Number,Mitarbeiternummer,
Employee Onboarding,Mitarbeiter Onboarding,
Employee Onboarding Template,Mitarbeiter Onboarding-Vorlage,
Employee Other Income,Sonstiges Einkommen des Mitarbeiters,
Employee Performance Feedback,Mitarbeiter Leistungsfeedback,
Employee Promotion,Mitarbeiterförderung,
Employee Promotion Details,Mitarbeiter Promotion Details,
Employee Property History,Mitarbeitereigenschaft Geschichte,
Employee Referral,Mitarbeiterempfehlung,
Employee Responsible ,Verantwortlicher Mitarbeiter ,
Employee Retained,Mitarbeiter behalten,
Employee Separation,Mitarbeitertrennung,
Employee Separation Template,Mitarbeiter Trennvorlage,
Employee Settings,Mitarbeitereinstellungen,
Employee Skill,Mitarbeiterfähigkeit,
Employee Skill Map,Mitarbeiter-Skill-Map,
Employee Skills,Mitarbeiterfähigkeiten,
Employee Tax Exemption Category,Steuerbefreiungskategorie für Arbeitnehmer,
Employee Tax Exemption Declaration,Steuererklärung für Arbeitnehmer,
Employee Tax Exemption Declaration Category,Kategorie Steuerbefreiungserklärungen für Arbeitnehmer,
Employee Tax Exemption Proof Submission Detail,Details zur Steuerbefreiung für Mitarbeitersteuerbefreiung,
Employee Tax Exemption Sub Category,Mitarbeitersteuerbefreiung Unterkategorie,
Employee Training,Angestellten Training,
Employee Transfer,Mitarbeiterübernahme,
Employee Transfer Detail,Mitarbeiterüberweisungsdetails,
Employee Transfer Details,Details zum Mitarbeitertransfer,
Employee name,Mitarbeitername,
Employee records are created using the selected option,Mitarbeiterdatensätze werden unter Verwendung der ausgewählten Option erstellt,
Employees,Mitarbeiter,
Employees HTML,Mitarbeiter HTML,
Employees working on a holiday,"Arbeitnehmer, die an einem Feiertag arbeiten",
Employment Type,Art der Beschäftigung,
Enable Auto Attendance,Automatische Anwesenheit einschalten,
Enable Early Exit Marking,Markierung für vorzeitigen Feierabend aktivieren,
Enable Late Entry Marking,Markierung für verspäteten Arbeitsbeginn aktivieren,
Enabled,Aktiviert,
Encashment,Einlösung,
Encashment Amount,Einzahlungsbetrag,
Encashment Date,Inkassodatum,
Encashment Days,Auszahlungstage,
Encrypt Salary Slips in Emails,Gehaltsabrechnungen in E-Mails verschlüsseln,
End Date,Enddatum,
End Time,Endzeit,
Error Message,Fehlermeldung,
Estimated Cost Per Position,Geschätzte Kosten pro Position,
Evaluation Date,Bewertungstag,
Event Details,Veranstaltungsdetails,
Event Name,Veranstaltungsname,
Event Status,Status der Veranstaltung,
Every 2 Weeks,Alle 2 Wochen,
Every 3 Weeks,Alle 3 Wochen,
Every 4 Weeks,Alle 4 Wochen,
Every Valid Check-in and Check-out,Jeder gültige Check-in und Check-out,
Every Week,Jede Woche,
Exam,Prüfung,
Exchange Rate,Wechselkurs,
Exempted from Income Tax,Von der Einkommensteuer befreit,
Exemption Category,Ausnahmekategorie,
Exemption Proofs,Befreiungsnachweise,
Exemption Sub Category,Unterkategorie der Befreiung,
Exit Confirmed,Austritt bestätigt,
Exit Details,Details zum Austritt,
Exit Interview,Austrittsgespräch,
Exit Interview Summary,Interview-Zusammenfassung beenden,
Exit Questionnaire,Austrittsfragebogen,
Exit Questionnaire Notification Template,Benachrichtigungsvorlage für den Austrittsfragebogen,
Exit Questionnaire Web Form,Austrittsfragebogen Web-Formular,
Expected Average Rating,Erwartete Durchschnittsbewertung,
Expected By,Erwartet bis,
Expected Compensation,Erwartete Vergütung,
Expected Skill Set,Erwartete Fähigkeiten,
Expected Skillset,Erwartete Fähigkeiten,
Expense,Aufwand,
Expense Account,Aufwandskonto,
Expense Approver,Spesengenehmiger,
Expense Approver Mandatory In Expense Claim,Auslagengenehmiger in Auslagenabrechnung erforderlich,
Expense Claim,Auslagenabrechnung,
Expense Claim Account,Konto für Auslagenabrechnung,
Expense Claim Advance,Auslagenvorschuss,
Expense Claim Detail,Auslage,
Expense Claim Type,Art der Auslagenabrechnung,
Expense Date,Datum der Auslage,
Expense Proof,Auslagenbeleg,
Expense Taxes and Charges,Steuern und Gebühren,
Expense Type,Auslagenart,
Expenses,Aufwendungen,
Expenses & Advances,Ausgaben & Vorschüsse,
Expire Carry Forwarded Leaves (Days),Verfall Übertragene Abwesenheiten (Tage),
Expired,Verfallen,
Expired Leave(s),Verfallene Abwesenheiten,
Explanation,Erklärung,
Failed,Fehlgeschlagen,
Failure Details,Fehlerdetails,
Feedback,Rückmeldung,
Feedback HTML,Feedback-HTML,
Feedback Ratings,Feedback Bewertungen,
Feedback Reminder Notification Template,Vorlage für Feedback-Erinnerungsbenachrichtigungen,
Feedback Submitted,Feedback eingereicht,
Fetch Geolocation,Standort abrufen,
Field Name,Feldname,
Filled,Besetzt,
Filter Employees,Mitarbeiter filtern,
Filter List,Liste filtern,
Filters,Filter,
Final Decision,Endgültige Entscheidung,
Final Score,Endergebnis,
Final Score Formula,Formel für das Endergebnis,
First Check-in and Last Check-out,Erster Check-in und letzter Check-out,
First Day,Erster Tag,
First Name ,Vorname ,
Fleet Manager,Fuhrpark Manager,
Flexible Benefits,Geldwertevorteile,
Flight,Flug,
Follow via Email,Per E-Mail nachverfolgen,
For Designation ,Für Position ,
For Employee,Für Mitarbeiter,
"For a day of leave taken, if you still pay (say) 50% of the daily salary, then enter 0.50 in this field.","Wenn Sie für einen Abwesenheitstag dennoch (z. B.) 50 % des Tagesgehalts zahlen, geben Sie in diesem Feld 0,50 ein.",
Formula,Formel,
Fortnightly,vierzehntägig,
Fraction of Applicable Earnings ,Bruchteil des anwendbaren Einkommens ,
Fraction of Daily Salary for Half Day,Bruchteil des Tagesgehalts für einen halben Tag,
Fraction of Daily Salary per Leave,Bruchteil des Tagesgehalts pro Abwesenheit,
Frappe Support,Frappe Support,
Frequency,Häufigkeit,
From Amount,Von Menge,
From Date,Von Datum,
From Employee,Von Mitarbeiter,
From Time,Von Zeit,
From User,Von Benutzer,
From(Year),Von (Jahr),
Fuchsia,Fuchsie,
Fuel Price,Kraftstoff-Preis,
Fuel Qty,Kraftstoff-Menge,
Full Name,Vollständiger Name,
Full and Final Statement,Schlussabrechnung,
Fully Sponsored,Vollständig gesponsert,
Funded Amount,Finanzierte Menge,
Future Income Tax,Zukünftige Einkommensteuer,
Geolocation,Geolokalisierung,
Get Employees,Holen Sie sich Mitarbeiter,
Get Job Requisitions,Stellengesuche abrufen,
Get Template,Vorlage aufrufen,
Gluten Free,Gluten-frei,
Goal,Ziel,
Goal Completion (%),Zielerreichung (%),
Goal Score (%),Zielpunktzahl (%),
Goal Score (weighted),Zielpunktzahl (gewichtet),
Goals,Ziele,
Grade,Stufe,
Grand Total,Gesamtbetrag,
Gratuity,Gratifikation,
Gratuity Rule,Gratifikationsregel,
Green,Grün,
Grievance Against,Beschwerde gegen,
Grievance Against Party,Beschwerde gegen Partei,
Grievance Details,Einzelheiten zur Beschwerde,
Grievance Type,Beschwerdetyp,
Gross Pay,Bruttolohn,
Gross Pay (Company Currency),Bruttogehalt (Währung des Unternehmens),
Gross Year To Date,Bruttosumme laufendes Jahr,
Gross Year To Date(Company Currency),Bruttosumme laufendes Jahr (Unternehmenswährung),
HR,Personalwesen,
HR Manager,Personalwesen Leiter,
HR Settings,Einstellungen zum Modul Personalwesen,
HR User,Personalwesen Benutzer,
Half Day,Halbtags,
Half Day Date,Halbtagesdatum,
Half Yearly,Halbjährlich,
Half-Yearly,Halbjährlich,
Has Certificate,Hat Zertifikat,
Health Insurance Name,Krankenversicherung Name,
Help,Hilfe,
Hiring Settings,Einstellungen vornehmen,
Hold,Anhalten,
Holiday List,Feiertagsliste,
Holiday List for Optional Leave,Liste der arbeitsfreien Tage für optionalen Urlaub,
Holidays,Arbeitsfreie Tage,
Hour Rate,Stundensatz,
Hour Rate (Company Currency),Stundensatz (Währung des Unternehmens),
Hours,Std,
IN,Ein,
Identification Document Number,Ausweisnummer,
Identification Document Type,Ausweistyp,
"If checked, Payroll Payable will be booked against each employee","Falls aktiviert, wird die Lohn- und Gehaltsabrechnung für jeden Mitarbeiter einzeln gebucht",
"If checked, hides and disables Rounded Total field in Salary Slips","Wenn diese Option aktiviert ist, wird das Feld &quot;Gerundete Summe&quot; in Gehaltsabrechnungen ausgeblendet und deaktiviert",
"If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission.","Wenn diese Option aktiviert ist, wird der gesamte Betrag vom steuerpflichtigen Einkommen abgezogen, bevor die Einkommensteuer ohne Erklärung oder Nachweis berechnet wird.",
"If enabled, Tax Exemption Declaration will be considered for income tax calculation.","Wenn aktiviert, wird die Steuerbefreiungserklärung für die Berechnung der Einkommensteuer berücksichtigt.",
"If enabled, auto attendance will be marked on holidays if Employee Checkins exist","Falls aktiviert, wird die automatische Anwesenheit an arbeitsfreien Tagen markiert, wenn Mitarbeiter-Checkins vorhanden sind",
"If enabled, deducts payment days for absent attendance on holidays. By default, holidays are considered as paid","Falls aktiviert, werden Zahlungstage für Abwesenheit an Feiertagen abgezogen. Standardmäßig werden arbeitsfreie Tage als bezahlt betrachtet",
"If enabled, the component will be considered as a tax component and the amount will be auto-calculated as per the configured income tax slabs","Falls aktiviert, wird die Komponente als Steuerkomponente betrachtet und der Betrag wird automatisch gemäß den konfigurierten Einkommensteuertarifen berechnet",
"If enabled, the component will be considered in the Income Tax Deductions report","Falls aktiviert, wird die Komponente im Bericht Einkommenssteuerabzüge berücksichtigt",
"If enabled, the component will not be displayed in the salary slip if the amount is zero","Falls aktiviert, wird die Komponente nicht in der Gehaltsabrechnung angezeigt, wenn der Betrag Null ist",
"If enabled, the total no. of applications received for this opening will be displayed on the website","Falls aktiviert, wird die Gesamtzahl der eingegangenen Bewerbungen für diese Stelle auf der Website angezeigt",
"If enabled, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Falls aktiviert, trägt der in dieser Komponente angegebene oder berechnete Wert nicht zu den Einnahmen oder Abzügen bei. Der Wert kann jedoch durch andere Komponenten referenziert werden, die hinzugefügt oder abgezogen werden können. ",
"If enabled, total no. of working days will include holidays, and this will reduce the value of Salary Per Day","Falls aktiviert, werden in der Gesamtzahl der Arbeitstage auch die arbeitsfreien Tage berücksichtigt, wodurch sich das Gehalt pro Tag verringert",
"If not checked, the list will have to be added to each Department where it has to be applied.","Wenn deaktiviert, muss die Liste zu jeder Abteilung, für die sie gelten soll, hinzugefügt werden.",
"If selected, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Wenn ausgewählt, wird der in dieser Komponente angegebene oder berechnete Wert nicht zu den Erträgen oder Abzügen beitragen. Der Wert kann jedoch durch andere Komponenten referenziert werden, die hinzugefügt oder abgezogen werden können.",
"If set, the job opening will be closed automatically after this date","Falls festgelegt, wird die Stellenausschreibung nach diesem Datum automatisch geschlossen",
Import Attendance,Import von Anwesenheiten,
Import Log,Importprotokoll,
In Process,Während des Fertigungsprozesses,
In Progress,In Bearbeitung,
In Time,Rechtzeitig,
Inactive,Inaktiv,
Incentive,Anreiz,
Incentive Amount,Anreizbetrag,
Include Holidays,Arbeitsfreie Tage einbeziehen,
Include holidays in Total no. of Working Days,Urlaub in die Gesamtzahl der Arbeitstage mit einbeziehen,
Include holidays within leaves as leaves,Urlaube innerhalb von Abwesenheiten als Abwesenheiten mit einbeziehen,
Income Source,Einkommensquelle,
Income Tax Breakup,Aufschlüsselung der Einkommensteuer,
Income Tax Computation,Berechnung der Einkommensteuer,
Income Tax Deducted Till Date,Bis heute abgezogene Einkommensteuer,
Income Tax Deductions,Einkommensteuerabzüge,
Income Tax Slab,Einkommensteuerplatte,
Income Tax Slab Other Charges,Einkommensteuerplatte Sonstige Gebühren,
Income from Other Sources,Einkommen aus anderen Quellen,
"Indicates the number of leaves that cannot be encashed from the leave balance. E.g. with a leave balance of 10 and 4 Non-Encashable Leaves, you can encash 6, while the remaining 4 can be carried forward or expired","Gibt die Anzahl der Abwesenheiten an, die nicht vom Urlaubssaldo ausbezahlt werden können. Z.B. bei einem Urlaubssaldo von 10 und 4 nicht auszahlbaren Abwesenheiten können 6 ausgezahlt werden, während die restlichen 4 übertragen werden oder verfallen können",
Inspection,Kontrolle,
Interest,Zinsen,
Interest Amount,Zinsbetrag,
Interest Income Account,Konto für Zinserträge,
Intermediate,Fortgeschritten,
International,International,
Internet,Internet,
Interview,Bewerbungsgespräch,
