Actual Encashable Days,Stvarni Unovčivi Dani,
Add Day-wise Dates,Dodaj dane u Sedmici,
Add unused leaves from previous allocations,Dodaj neiskorištene praznike iz prethodnih dodjela,
Add unused leaves from previous leave period's allocation to this allocation,Dodaj neiskorištene praznike iz dodjela prethodnog perioda praznika u ovu dodjelu,
Added On,Dodato,
Additional Amount,Dodatni Iznos,
Additional Information ,Dodatne Informacije ,
Additional Salary,Dodatna Plata,
Additional Salary ,Dodatna Plata ,
Address of Organizer,Adresa Organizatora,
Advance,Predujam,
Advance Account,Račun Predujma,
Advance Amount,Iznos Predujma,
Advance Paid,Predujam Plaćen,
Advance Payment,Predujamska Plaćanja,
Advance Payments,Predujamska Plaćanja,
Advanced Filters,Napredni Filteri,
Advances,Predujam,
All,Sve,
Allocate Based On Leave Policy,Dodijeli na osnovu Pravila Odsustva,
Allocate on Day,Dodijeli na Dan,
Allocated Amount,Dodjeljeni Iznos,
Allocation,Alokacija,
Allow Employee Checkin from Mobile App,Dozvoli prijavu personala sa mobilne aplikacije,
Allow Encashment,Dozvoli Naplatu,
Allow Geolocation Tracking,Dozvoli Praćenje Geolokacije,
Allow Leave Application After (Working Days),Dozvoli Zahtjev za Odsustvo Nakon (Radnih Dana),
Allow Multiple Shift Assignments for Same Date,Dozvoli Dodjelu Više Smjena za Isti Datum,
Allow Negative Balance,Dozvoli Negativno Stanje,
Allow Over Allocation,Dozvoli Prekomjernu Dodjelu,
Allow Tax Exemption,Dozvoli Izuzeće od Poreza,
Allow User,Dozvoli Korisnika,
Allow Users,Dozvoli Korisnike,
Allow check-out after shift end time (in minutes),Dozvoli odjavu nakon završetka smjene (u minutama),
Allow the following users to approve Leave Applications for block days.,Dozvoli sljedećim korisnicima da odobre Zahtjev Odsustva za blokirane dane.,
Allows allocating more leaves than the number of days in the allocation period.,Omogućava dodjelu više odsustva od broja dana u periodu dodjele.,
Alternating entries as IN and OUT during the same shift,Naizmjenični unosi kao PRIJAVA i ODJAVA tokom iste smjene,
Amended From,Izmijenjeno od,
Amount,Iznos,
Amount based on formula,Iznos na osnovu Formule,
Amount claimed via Expense Claim,Iznos Potraživanja putem Potraživanja Troškova,
Amount of expense,Iznos Troškova,
Amount paid against this encashment,Iznos plaćen na ime ove naplate,
Amount scheduled for deduction via salary,Iznos planiran za odbitak preko plate,
Amount that has been paid against this advance,Iznos koji je plaćen na ime ovog predujma,
Annual Allocation,Godišnja Dodjela,
Annual Taxable Amount,Godišnji Iznos Oporezivanja,
Any other details,Bilo koji drugi detalji,
"Any other remarks, noteworthy effort that should go in the records","Bilo koja druga primjedba, vrijedan truda koji bi trebao ući u zapisnik",
Applicable Earnings Component,Primjenjiva Komponenta Zarade,
Applicable For,Primjenjivo za,
Applicable in the case of Employee Onboarding,Primjenjivo u slučaju Introdukcije Personala,
Applicant Email Address,Adresa e-pošte podnosioca zahtjeva,
Applicant Name,Ime Kandidata,
Applicant Rating,Ocjena Kandidata,
Applicant for a Job,Kandidat za Posao,
Applies to Company,Odnosi se na Kompaniju,
Apply / Approve Leaves,Primijeni / Odobri Praznike,
Appointment Date,Datum Imenovanja,
Appointment Letter,Pismo Imenovanja,
Appointment Letter Template,Šablon Pisma Imenovanja,
Appointment Letter content,Sadržaj pisma o Imenovanju,
Appraisal,Procjena,
Appraisal Cycle,Ciklus Procjene,
Appraisal Goal,Cilj Procjene,
Appraisal KRA,Procjena Ključnih Rezultata Područja,
Appraisal Linking,Povezivanje Procjene,
Appraisal Overview,Pregled Procjene,
Appraisal Template,Šablon Procjene,
Appraisal Template Goal,Cilj Šablona Procjene,
Appraisal Template Title,Naziv Šablona Procjene,
Appraisee,Ocjenitelj,
Approval,Odobrenje,
Approval Status,Status Odobrenja,
Approve,Odobri,
Approved,Odobreno,
Approver,Odobravač,
Apps,Aplikacije,
Archived,Arhivirano,
Arrival Datetime,Datum i Vrijeme Dolaska,
Asset Name,Naziv Imovine,
Assets Allocated,Dodijeljena Imovina,
Assign Shift,Dodijeli Smjenu,
Assign Shift Schedule,Dodijelite Raspored Smjena,
Assignment based on,Dodjela na osnovu,
Associated Document,Povezani Dokument,
Associated Document Type,Povezani Tip Dokumenta,
Attach Proof,Priložiti Dokaz,
Attachments,Prilozi,
Attendance,Prisustvo,
Attendance Date,Datum Prisustva,
Attendance From Date,Prisustvo od Datuma,
Attendance Marked,Prisustvo Obilježeno,
Attendance Request,Zahtjev za Prisustvo,
Attendance Settings,Postavke Prisustva,
Attendance To Date,Prisustvo do Datuma,
Attendance will be marked automatically only after this date.,Prisustvo će se automatski navesti tek nakon ovog datuma.,
Attendees,Učesnici,
Auto Attendance Settings,Postavke Automatskog Prisustva,
Auto Leave Encashment,Automatska Naplata Odsustva,
Automated Based on Goal Progress,Automatizirano na osnovu Napretka Cilja,
"Automatically fetches all assets allocated to the employee, if any","Automatski preuzima svu imovinu koja je dodijeljena personalu, ako postoji",
Automatically update Last Sync of Checkin,Automatski ažuriraj Zadnju Prijavu,
Available Leave(s),Dostupno Odsustvo,
Average Feedback Score,Prosječna Ocjena Povratnih Informacija,
Average Rating,Prosječna Ocjena,
"Average of Goal Score, Feedback Score, and Self Appraisal Score (out of 5)","Prosjek Rezultata Cilja, Rezultata Povratnih Informacija i Rezultata Ocjenjivanja (od 5)",
Awaiting Response,Čeka se Odgovor,
Bank Account,Bankovni Račun,
Bank Account No,Broj Bankovnog Računa,
Bank Details,Bankovni Detalji,
Bank Name,Naziv Banke,
Bank Remittance,Bankarska Doznaka,
Base,Baza,
Base & Variable,Baza & Varijabla,
Begin On (Days),Počinje za (Dana),
Begin check-in before shift start time (in minutes),Započni prijavu prije početka smjene (u minutama),
Beginner,Početnik,
Benefits,Beneficije,
Bimonthly,Dvomjesečno,
Birthdays,Rođendani,
Block Date,Blokiraj Datum,
Block Days,Blokiraj Dane,
Block Holidays on important days.,Blokiraj Praznike na važne dane.,
Blue,Plavo,
Body,Sadržaj,
Bonus,Bonus,
Bonus Amount,Iznos Bonusa,
Bonus Payment Date,Datum Uplate Bonusa,
Branch,Filijala,
Bulk Salary Structure Assignment,Masovna Dodjela Strukture Plata,
"By default, the Final Score is calculated as the average of Goal Score, Feedback Score, and Self Appraisal Score. Enable this to set a different formula","Prema standard postavkama, Konačni Rezultat izračunava se kao prosjek Rezultata Cilja, Rezultata Povratnih Informacija i Rezultata Samoocjenjivanja. Omogućite ovo za postavljanje druge formule",
CTC,Godišnja Plata,
Calculate Final Score based on Formula,Izračunaj Konačni Rezultat na osnovu formule,
Calculate Gratuity Amount Based On,Izračunaj Iznos Nagrade na osnovu,
Calculate Payroll Working Days Based On,Obračunaj Radne Dane Obračuna Plata na osnovu,
Calculated in days,Proračun (u danima),
Cancelled,Otkazano,
Carry Forward,Prenesi Naprijed,
Carry Forwarded Leaves,Proslijeđeno Odsustvo,
Cause of Grievance,Uzrok Pritužbe,
Change,Promjeni,
Check Vacancies On Job Offer Creation,Provjeri Slobodna Radna Mjesta kod kreiranja Ponude za Posao,
Check-in Date,Datum Prijave,
Check-out Date,Datum Odjave,
Checkin Radius,Polumjer Prijave,
Claim Benefit For,Zahtjevaj Beneficiju za,
Claim Date,Datum Zahtjeva,
Claimed,Zatraženo,
Claimed Amount,Zahtjevani Iznos,
Clearance Date,Datum Knjiženja,
Cleared,Obrađeno,
Closed,Zatvoreno,
Closed On,Zatvoreno,
Closes On,Zatvara se,
Closing Notes,Završne Napomene,
Color,Boja,
Comments,Komentari,
Company,Kompanija,
Company Details,Detalji Kompanije,
Compensatory Leave Request,Zahtjev Kompenzacijskog Odsustva,
Completed,Završeno,
Completed On,Završeno,
Component,Komponenta,
Component properties and references ,Svojstva komponente i reference ,
Condition,Uslov,
Condition & Formula,Uslov & Formula,
Condition and formula,Uslov & Formula,
Conditions,Uslovi,
Conditions and Formula variable and example,Uvjeti i Varijabla Formule i primjer,
Conference,Konferencija,
Connections,Veze,
Consider Marked Attendance on Holidays,Uzmi u obzir obilježeno prisustvo ya vrijeme praznika,
Consider Unmarked Attendance As,Uzmi u obzir neoznačeno Prisustvo kao,
Contact Email,Kontakt e-pošta,
Contact No.,Kontakt Broj,
Contact Number,Kontakt Broj,
Copy of Invitation/Announcement,Kopija Poziva/Objave,
Cost,Trošak,
Cost Center,Centar Troškova,
Cost Centers,Troškovni Centri,
Costing,Troškovi,
Costing Details,Detalji Troškova,
Country,Država,
Course,Kurs,
Cover Letter,Propratno Pismo,
Create New Employee Id,Kreirajte novi ID za Personal,
Create Separate Payment Entry Against Benefit Claim,Kreiraj Poseban unos Plaćanja naspram Zahtjeva za Beneficije,
Create Shifts After,Kreiraj Smjene nakon,
Criteria,Kriterijumi,
Criteria based on which employee should be rated in Performance Feedback and Self Appraisal,Kriterijum na osnovu kojeg personal treba procijeniti u Povratnim Informacijama Efektivitetai Samoprocjene,
Currency,Valuta,
Currency ,Valuta ,
Current,Trentuno,
Current CTC,Trenutna Godišnja Plata,
Current Count,Trenutni Broj,
Current Employer ,Trenutni Poslodavac ,
Current Job Title,Trenutna Profesija,
Current Month Income Tax,Tekući Mjesečni Porez na Platu,
Current Odometer value ,Trenutno očitavanje Odometra ,
Current Openings,Trenutne Ponude Posla,
Current Slab,Trenutna Tabela,
Current Work Experience,Trenutno Radno Iskustvo,
Custom Range,Zaseban Raspon,
Cyan,Cijan,
Cycle Name,Naziv Ciklusa,
Cycles,Ciklusi,
Daily,Dnevno,
Daily Work Summary,Dnevni Sažetak Rada,
Daily Work Summary Group,Grupa Dnevnog Sažetka Rada,
Daily Work Summary Group User,Korisnik Grupe Dnevnog Sažetka Rada,
Daily Work Summary Replies,Odgovori Dnevnog Sažetka Rada,
Dashboard,Nadzorna Tabla,
Date,Datum,
Date ,Datum ,
Date of Birth,Datum Rođenja,
Date of Joining,Datum Pridruživanja,
Dates & Reason,Datumi & Razlog,
Dates Based On,Datumi zasnovani na,
Declarations,Deklaracije,
Declared Amount,Deklarisani Iznos,
Deduct Full Tax on Selected Payroll Date,Odbij puni porez na odabrani datum obračuna plata,
Deduct Tax For Unclaimed Employee Benefits,Odbij Porez na Nezatražene Beneficije Personala,
Deduct Tax For Unsubmitted Tax Exemption Proof,Odbij Porez za Nepodneseni Dokaz Izuzeća od Poreza,
Deduction,Odbitak,
Deductions,Odbici,
Deductions before tax calculation,Odbici prije obračuna poreza,
Default Account,Standard Račun,
Default Amount,Standard Iznos,
Default Bank / Cash account will be automatically updated in Salary Journal Entry when this mode is selected.,Standard Bankovni/Gotovinski račun će se automatski ažurirati u Upisu platnog dnevnika kada se izabere ovaj način.,
Default Base Pay,Standard Osnovna Plata,
Default Salary Structure,Standard Struktura Plata,
Deferred Expense Account,Račun Odgođenih Troškova,
Delivery Trip,Dostavna Ruta,
Department,Odjel,
Department Approver,Odobravač Odjela,
Departure Datetime,Datum Polaska,
Depends on Payment Days,Zavisi od Plaćenih Dana,
Description,Opis,
Description of a Job Opening,Opis Otvorenog Radnog Mjesta,
Designation,Pozicija,
Designation Skill,Vještina Imenovanja,
Details,Detalji,
"Details of Sponsor (Name, Location)","Detalji Sponzora (Ime, Lokacija)",
Determine Check-in and Check-out,Prijava i Odjava na osnovu,
Disable,Onemogući,
Disable Rounded Total,Onemogući Ukupno Zaokruženo,
Disabled,Onemogućeno,
Dispensed Amount (Pro-rated),Dodjeljni Iznos (proporcionalno),
Do Not Include in Total,Ne uključuj u Ukupno,
Do not include in total,Ne uključuj u Ukupno,
Domestic,Domaći,
Download Template,Preuzmi Šablon,
Draft,Nacrt,
Duration (Days),Trajanje (Dana),
Early Exit,Rana Odjava,
Early Exit Grace Period,Period Odgode Ranog Izlaza,
Earned Leave,Zarađeni Dopust,
Earned Leave Frequency,Učestalost Zarađenog Odsustva,
Earning,Zarada,
Earning Component,Komponenta Zarade,
Earnings,Zarada,
Earnings & Deductions,Zarada & Odbici,
Effective From,Na snazi od,
Effective To,Na snazi do,
Effective from,Na snazi od,
Email,E-pošta,
Email Address,Adresa e-pošte,
Email ID,ID e-pošte,
Email Salary Slip to Employee,Pošalji Platni List,
Email Sent To,E-pošta Poslana,
Email Template,Šablon e-pošte,
Emails salary slip to employee based on preferred email selected in Employee,Šalje platni List e-poštom zaposleniku na osnovu željene e-pošte odabrane u Postavkama Personala,
Employee,Personal,
Employee Advance,Predujam,
Employee Advance Summary,Sažetak Predujma,
Employee Attendance Tool,Alat Prisustva,
Employee Benefit Application,Zahtjev za Beneficije,
Employee Benefit Application Detail,Detalji Zahtjeva za Beneficije,
Employee Benefit Claim,Potraživanje za Beneficije,
Employee Benefits,Beneficije,
Employee Boarding Activity,Introdukcijske Aktivnosti,
Employee Checkin,Prijava,
Employee Cost Center,Centar Troškova,
Employee Details,Detalji,
Employee Emails,E-pošta,
Employee Exit Settings,Postavke Otkaza,
Employee Exits,Otkazi,
Employee Feedback Criteria,Kriterijumi Povratnih Informacija,
Employee Feedback Rating,Ocjena Povratnih Informacija,
Employee Grade,Kvalifikacija,
Employee Grievance,Žalba,
Employee Health Insurance,Zdravstveno Osiguranje,
Employee Image,Slika,
Employee Incentive,Stimulacija,
Employee Info,Informacija,
Employee Name,Ime,
Employee Naming By,Imenovanje na osnovu,
Employee Number,Broj,
Employee Onboarding,Introdukcija,
Employee Onboarding Template,Šablon Introdukcije,
Employee Other Income,Ostali Prihodi,
Employee Performance Feedback,Povratne informacije Efektiviteta,
Employee Promotion,Unaprijeđenje,
Employee Promotion Details,Detalji Unaprijeđena,
Employee Property History,Istorija Karekteristike Personala,
Employee Referral,Preporuka,
Employee Responsible ,Odgovorni ,
Employee Retained,Zadržan,
Employee Separation,Otkaz,
Employee Separation Template,Šablon Otkaza,
Employee Settings,Postavke Personala,
Employee Skill,Vještina,
Employee Skill Map,Mapa Vještina,
Employee Skills,Vještine,
Employee Tax Exemption Category,Kategorija Izuzeća od Poreza,
Employee Tax Exemption Declaration,Deklaracija Izuzeća od Poreza,
Employee Tax Exemption Declaration Category,Kategorija Deklaracije Izuzeća od Poreza,
Employee Tax Exemption Proof Submission,Podnošenje Dokaza o Izuzeća od Poreza,
Employee Tax Exemption Proof Submission Detail,Detalji Podnošenja Dokaza Izuzeća od Poreza,
Employee Tax Exemption Sub Category,Podkategorija Izuzeća od Poreza,
Employee Training,Obuka,
Employee Transfer,Premještaj,
Employee Transfer Detail,Detalj Premještaja,
Employee Transfer Details,Detalji Premještaja,
Employee name,Ime,
Employee records are created using the selected option,Zapisnik Personala se kreira pomoću odabrane opcije,
Employees,Personal,
Employees HTML,HTML Personala,
Employees on Half Day HTML,Poludnevni Personal HTML,
Employees working on a holiday,Praznični Personal,
Employment Type,Tip Personala,
Enable Auto Attendance,Omogući Automatsko Prisustvo,
Enable Early Exit Marking,Omogući Odbir Rane Odjave,
Enable Late Entry Marking,Omogući Odabir Kasne Prijave,
Enabled,Omogućeno,
Encashment,Unovčavanje,
Encashment Amount,Iznos Naplate,
Encashment Date,Datum Unovčavanja,
Encashment Days,Dani Naplate,
Encrypt Salary Slips in Emails,Šifriraj Platne Liste u e-pošti,
End Date,Datum Završetka,
End Time,Vrijeme Završetka,
Error Message,Poruka o grešci,
Estimated Cost Per Position,Procijenjen Trošak po Poziciji,
Evaluation Date,Datum Evaluacije,
Event Details,Detalji Događaja,
Event Name,Naziv Događaja,
Event Status,Status Događaja,
Every 2 Weeks,Svake dvije Sedmice,
Every 3 Weeks,Svake tri Sedmice,
Every 4 Weeks,Svake četiri Sedmice,
Every Valid Check-in and Check-out,Svaka Valjana Prijava i Odjava,
Every Week,Svake Sedmice,
Exam,Ispit,
Exchange Rate,Devizni Kurs,
Exempted from Income Tax,Oslobođen Poreza na Platu,
Exemption Category,Kategorija Izuzeća,
Exemption Proofs,Dokaz o Izuzeću,
Exemption Sub Category,Podkategorija Izuzeća,
Exit Confirmed,Otkaz je Potvrđen,
Exit Details,Detalji Odlazka,
Exit Interview,Otkazni Intervju,
Exit Interview Summary,Sažetak Otkaznog Intervjua,
Exit Questionnaire,Otkazni Upitnik,
Exit Questionnaire Notification Template,Šablon Obavijesti Otkaznog Upitnika,
Exit Questionnaire Web Form,Web Forma Otkaznog Intervjua,
Expected Average Rating,Očekivana Prosječna Ocjena,
Expected By,Očekuje se,
Expected Compensation,Očekivana Kompenzacija,
Expected Skill Set,Očekivani Skup Vještina,
Expected Skillset,Očekivani Skup Vještina,
Expense,Trošak,
Expense Account,Račun Troškova,
Expense Approver,Odobravatelj Troškova,
Expense Approver Mandatory In Expense Claim,Odobravatelj Troškova je obavezan za Potraživanju Troškova,
Expense Claim,Potraživanje,
Expense Claim Account,Račun Potraživanja Troškova,
Expense Claim Advance,Predujam Potraživanja Troškova,
Expense Claim Detail,Detalji Potraživanja Troškova,
Expense Claim Type,Tip Potraživanja Troškova,
Expense Date,Datum Troška,
Expense Proof,Dokaz Troškova,
Expense Taxes and Charges,Porezi i Naknade Troškova,
Expense Type,Tip Troška,
Expenses,Troškovi,
Expenses & Advances,Troškovi & Predujmovi,
Expire Carry Forwarded Leaves (Days),Istek Proslijeđenog Odsustva (Dana),
Expired,Isteklo,
Expired Leave(s),Isteklo Odsustvo,
Explanation,Objašnjenje,
Failed,Neuspješno,
Failure Details,Detalji o Neuspjehu,
Feedback,Povratne informacije,
Feedback HTML,HTML Povratne Informacije,
Feedback Ratings,Ocjeene Povratnih Informacija,
Feedback Reminder Notification Template,Šablon Obavijesti Podsjetniku Povratnih Informacija,
Feedback Submitted,Povratne Informacije su poslane,
Fetch Geolocation,Preuzmi Geolokaciju,
Field Name,Naziv polja,
Filled,Popunjeno,
Filter Employees,Filtriraj Personal,
Filter List,Filter lista,
Filters,Filteri,
Final Decision,Konačna Odluka,
Final Score,Konačni Rezultat,
Final Score Formula,Formula Konačnog Rezultata,
First Check-in and Last Check-out,Prva Prijava i Zadnja Odjava,
First Day,Prvi Dan,
First Name ,Ime ,
Fleet Manager,Upravitelj Voznog Parka,
Flexible Benefits,Fleksibilne Beneficije,
Flight,Let,
Follow via Email,Prati putem e-pošte,
For Designation ,Za Naziv ,
For Employee,Za,
"For a day of leave taken, if you still pay (say) 50% of the daily salary, then enter 0.50 in this field.","Za dan uzetog odsustva, ako i dalje plaćate (recimo) 50% dnevne plate, unesite 0,50 u ovo polje.",
Formula,Formula,
Fortnightly,Dvosedmično,
Fraction of Applicable Earnings ,Dio Primjenjive Zarade ,
Fraction of Daily Salary for Half Day,Dio Dnevne Plate za pola dana,
Fraction of Daily Salary per Leave,Dio Dnevne Plate po odsustvu,
Frappe Support,Frappe Podrška,
Frequency,Učestalost,
From Amount,Od Iznosa,
From Date,Od Datuma,
From Employee,Od,
From Time,Od Vremena,
From User,Od korisnika,
From(Year),Od (Godina),
Fuchsia,Fuksija,
Fuel Price,Cijena Goriva,
Fuel Qty,Količina Goriva,
Full Name,Puno ime,
Full and Final Asset,Potpuna i Konačna Imovina,
Full and Final Outstanding Statement,Potpuni i Konačni Izvanredni Dogovor,
Full and Final Statement,Potpuni i Konačni Dogovor,
Fully Sponsored,Potpuno Sponzorisano,
Funded Amount,Finansirani Iznos,
Future Income Tax,Budući Porez na Platu,
Geolocation,Geolokacija,
Get Employees,Preuzmi Personal,
Get Job Requisitions,Preuzmi Zahtjeve za Posao,
Get Template,Preuzmi Šablon,
Gluten Free,Bez Glutena,
Goal,Cilj,
Goal Completion (%),Napredak Cilja (%),
Goal Score (%),Rezultat Cilja (%),
Goal Score (weighted),Rezultat Cilja (težinski),
Goals,Ciljevi,
Grade,Ocjena,
Grand Total,Ukupni Iznos,
Gratuity,Nagrada,
Gratuity Applicable Component,Primjenjiva Komponenta Nagrade,
Gratuity Rule,Pravilo Nagrade,
Gratuity Rule Slab,Tabela Pravila Nagrade,
Green,Zeleno,
Grievance Against,Žalba Naspram,
Grievance Against Party,Žalba Naspram Stranke,
Grievance Details,Detalji Žalbe,
Grievance Type,Tip Žalbe,
Gross Pay,Bruto Plata,
Gross Pay (Company Currency),Bruto Plata (Valuta Kompanije),
Gross Year To Date,Bruto Do Danas u Godini,
Gross Year To Date(Company Currency),Bruto Do Danas u Godini (Valuta Kompanije),
HR,Personal,
HR Manager,Personalni Upravitelj,
HR Settings,Postavke Resursa,
HR User,Personalni Korisnik,
Half Day,Pola Dana,
Half Day Date,Poludnevni Datum,
Half Day Marked Employee Header,Poludnevni Personal Zaglavlje,
Half Yearly,Polugodišnje,
Half-Yearly,Polugodišnje,
Has Certificate,Ima Certifikat,
Health Insurance Name,Naziv Zdravstvenog Osiguranja,
Help,Pomoć,
Hiring Settings,Postavke Zapošljavanja,
Hold,Zadrži,
Holiday List,Lista Praznika,
Holiday List for Optional Leave,Lista Praznika za Fakultativni Dopust,
Holidays,Praznici,
Horizontal Break,Horizontalni Prekid,
Hour Rate,Satnica,
Hour Rate (Company Currency),Satnica (Valuta Kompanije),
Hours,Sati,
IN,PRIJAVA,
Identification Document Number,Broj identifikacionog Dokumenta,
Identification Document Type,Tip Identifikacionog Dokumenta,
"If checked, Payroll Payable will be booked against each employee","Ako je navedeno, Obračun Plate će se knjižiti prema personalu",
"If checked, hides and disables Rounded Total field in Salary Slips","Ako je odabrano, skriva i onemogućuje polje Zaokruženi Ukupan Iznos u Platnim Listovima",
"If checked, the full amount will be deducted from taxable income before calculating income tax without any declaration or proof submission.","Ako je navedeno, puni iznos će biti odbijen od oporezivog prihoda prije obračuna poreza na platu bez ikakve deklaracije ili podnošenja dokaza.",
"If enabled, Tax Exemption Declaration will be considered for income tax calculation.","Ako je omogućeno, Deklaracija Izuzeća od Poreza će se uzeti u obzir za obračun poreza na platu.",
"If enabled, auto attendance will be marked on holidays if Employee Checkins exist","Ako je omogućeno, automatsko prisustvo će biti navedeno za praznike ako postoje prijave personala",
"If enabled, deducts payment days for absent attendance on holidays. By default, holidays are considered as paid","Ako je omogućeno, odbija plaćene dane za odsustvo za praznike. Uobičajeno, praznici se smatraju plaćenim",
"If enabled, the component will be considered as a tax component and the amount will be auto-calculated as per the configured income tax slabs","Ako je omogućena, komponenta će se smatrati komponentom poreza i iznos će se automatski obračunati prema konfigurisanim tabelama poreza na platu",
"If enabled, the component will be considered in the Income Tax Deductions report","Ako je omogućena, komponenta će se uzeti u obzir u izvještaju o odbicima poreza na platu",
"If enabled, the component will not be displayed in the salary slip if the amount is zero","Ako je omogućeno, komponenta neće biti prikazana na platnom listu ako je iznos nula",
"If enabled, the total no. of applications received for this opening will be displayed on the website","Ako je omogućeno, ukupan broj zahtjeva pristiglih za ovo radno mjesto bit će prikazane na web stranici",
"If enabled, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Ako je omogućeno, vrijednost navedena ili obračunata u ovoj komponenti neće doprinijeti zaradi ili odbitcima. Međutim, na njegovu vrijednost mogu se odnositi druge komponente koje se mogu dodati ili oduzeti. ",
"If enabled, total no. of working days will include holidays, and this will reduce the value of Salary Per Day","Ako je omogućeno, ukupan broj radnih dana će uključivati i praznike, a to će smanjiti vrijednost plate po danu",
"If not checked, the list will have to be added to each Department where it has to be applied.","Ako nije označeno, lista će se morati dodati svakom Odjeljenju gdje se mora primijeniti.",
"If selected, the value specified or calculated in this component will not contribute to the earnings or deductions. However, it's value can be referenced by other components that can be added or deducted. ","Ako je odabrana, vrijednost navedena ili obračunata u ovoj komponenti neće doprinijeti zaradama ili odbitcima. Međutim, na njegovu vrijednost mogu se odnositi druge komponente koje se mogu dodati ili oduzeti. ",
"If set, the job opening will be closed automatically after this date","Ako je postavljeno, radno mjesto će se automatski zatvoriti nakon ovog datuma",
Import Attendance,Import Prisustvo,
Import Log,Dnevnik uvoza,
In Process,U Procesu,
In Progress,U toku,
In Time,U Vrijeme,
Inactive,Neaktivan,
Incentive,Poticaj,
Incentive Amount,Iznos Poticaja,
Include Holidays,Uključuje Praznike,
